Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
aparate 777,RO,Romania,Romanian,777 (Product),false,false,false,true,false,false,,300,57,0.55,0,23,23,,24,7,17,,https://www.supercazino.ro/jocuri/pacanele-gratis/,,https://www.supercazino.ro/jocuri/pacanele-gratis/,2024-06-10 14:20:03,2026-06-16 12:46:00
verificare bilet powerbet,RO,Romania,Romanian,Powerbet (Organization),true,false,false,true,false,false,,300,40,0.39,,23,,,,5,New,,,,https://www.supercazino.ro/blog/verificare-bilet-powerbet/,,2026-05-15 00:08:29
rotiri gratuite fara depunere si fara rulaj,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,400,68,4.19,16,23,6,,5,6,-1,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,https://www.supercazino.ro/bonus-fara-rulaj/,2024-06-08 18:07:47,2026-06-12 17:29:25
rotiri gratuite fara depunere fara rulaj,RO,Romania,Romanian,,false,false,false,true,true,false,Bottom ads,400,72,3.78,13,23,9,,5,6,-1,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,https://www.supercazino.ro/bonus-fara-rulaj/,2024-06-12 17:35:51,2026-06-10 14:34:46
unibet bonus fara depunere,RO,Romania,Romanian,Unibet (Organization),true,false,false,true,true,false,"Featured snippet, Sitelinks",400,59,1.41,1,23,22,,21,6,15,,https://www.supercazino.ro/blog/promotii-unibet-fara-depunere/,,https://www.supercazino.ro/blog/promotii-unibet-fara-depunere/,2024-06-20 00:52:20,2026-06-20 04:53:22
regulament uno,RO,Romania,Romanian,Uno (Work),true,false,false,true,false,false,"Thumbnail, Video preview",250,0,0.01,23,,,,5,,Lost,,https://www.supercazino.ro/blog/reguli-uno/,,,2024-05-26 14:57:40,
netbet cod bonus,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,false,Sitelinks,250,51,1.57,7,23,16,,6,4,2,,https://www.supercazino.ro/blog/oferta-bonus-fara-depunere-netbet/,,https://www.supercazino.ro/blog/cod-bonus-netbet/,2024-06-11 21:42:17,2026-06-10 16:35:59
cehia loto,RO,Romania,Romanian,Cehia Keno (Event),true,false,false,true,false,false,,900,0,0.36,0,23,23,,63,10,53,,https://www.supercazino.ro/cehia-keno/,,https://www.supercazino.ro/cehia-keno/,2024-06-23 16:23:17,2026-06-08 00:57:50
kems reguli,RO,Romania,Romanian,Kems (Event),false,false,false,true,false,false,"Video preview, Sitelinks",150,0,0.01,57,23,-35,,1,2,-1,,https://www.supercazino.ro/blog/reguli-kems/,,https://www.supercazino.ro/blog/reguli-kems/,2024-06-07 05:02:41,2026-06-24 03:25:16
admiral rotiri gratuite,RO,Romania,Romanian,Admiral (Organization),true,false,false,true,true,false,Image pack,200,0,3.60,22,,,,3,,Lost,,https://www.supercazino.ro/blog/admiral-bonus-fara-depunere/,,,2024-06-13 05:31:33,
bonus la depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,700,57,5.92,15,22,8,,8,9,-1,,https://www.supercazino.ro/bonus-de-bun-venit-casino/,,https://www.supercazino.ro/bonus-de-bun-venit-casino/,2024-06-15 13:44:28,2026-06-21 21:25:04
barbut reguli,RO,Romania,Romanian,Barbut (Event),false,false,false,true,false,false,Sitelinks,250,0,0.02,49,22,-27,,3,7,-4,,https://www.supercazino.ro/blog/totul-despre-barbut/,,https://www.supercazino.ro/blog/totul-despre-barbut/,2024-06-24 12:57:42,2026-06-07 19:03:30
rotiri fără depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,300,22,2.72,22,,,,5,,Lost,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,,2024-06-16 15:17:06,
netbet casino bonus,RO,Romania,English,NetBet (Organization),true,false,false,true,true,false,"Image pack, Video preview",150,8,2.20,22,,,,2,,Lost,,https://www.supercazino.ro/blog/oferta-bonus-fara-depunere-netbet/,,,2024-06-11 06:13:12,
loto cehia 12 din 60,RO,Romania,Romanian,"Czech Lotto (Event), Czech Lotto 12 from 60 (Event)",true,false,false,true,false,false,,900,0,,1,22,21,,24,10,14,,https://www.supercazino.ro/cehia-keno/,,https://www.supercazino.ro/cehia-keno/,2024-06-09 19:26:43,2026-06-21 12:37:16
bonus fara depunere 2022,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,72,2.77,61,22,-38,,1,2,-1,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-22 08:18:12,2026-05-20 19:59:49
bonus de ziua ta casino,RO,Romania,Romanian,,false,false,false,true,true,false,,600,60,0.85,0,22,22,,26,8,18,,https://www.supercazino.ro/blog/bonus-ziua-ta-magic-jackpot/,,https://www.supercazino.ro/blog/bonus-aniversar-betano/,2024-06-19 05:35:10,2026-06-20 13:38:42
million casino bonus fara depunere,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Image pack,600,0,1.17,22,,,,10,,Lost,,https://www.supercazino.ro/blog/million-casino-bonus-fara-depunere/,,,2024-06-09 08:28:07,
superbet rotiri fara depunere,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,,150,56,1.93,38,22,-16,,1,2,-1,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,2024-06-20 21:41:59,2026-06-01 07:15:08
888 casino online,RO,Romania,English,888 Casino (Organization),true,false,true,true,true,true,"Sitelinks, Image pack, Video preview",250,37,1.29,22,,,,4,,Lost,,https://www.supercazino.ro/888-casino/,,,2024-06-18 21:52:49,
baumbet casino,RO,Romania,Romanian,Baumbet (Organization),true,false,true,true,true,false,"Sitelinks, Knowledge panel, Video preview, Image pack",200,3,1.42,22,,,,3,,Lost,,https://www.supercazino.ro/baumbet-casino/,,,2024-06-08 15:53:42,
pacanele fara depunere,RO,Romania,Romanian,Pacanele (Product),false,false,false,true,true,false,,3500,70,2.07,193,22,-171,,4,17,-13,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-25 06:58:12,2026-06-16 10:26:04
bonus fara depunere cazino,RO,Romania,Romanian,,false,false,false,true,true,false,,150,33,5.82,22,,,,3,,Lost,,https://www.supercazino.ro/bonus-casino/,,,2024-06-16 02:43:16,
winbet rotiri gratuite,RO,Romania,Romanian,Winbet (Organization),true,false,false,true,true,false,,600,54,0.87,76,22,-54,,5,8,-3,,https://www.supercazino.ro/blog/winbet-bonus-fara-depunere/,,https://www.supercazino.ro/blog/winbet-bonus-fara-depunere/,2024-06-26 19:11:27,2026-06-16 02:11:53
pacanele gratis,RO,Romania,Romanian,,false,false,false,false,false,false,Video preview,43000,76,0.58,131,22,-109,,22,30,-8,,https://www.supercazino.ro/jocuri/pacanele-gratis/,,https://www.supercazino.ro/sloturi-gratis/,2024-06-27 11:42:15,2026-06-24 15:17:37
fortuna palace,RO,Romania,Romanian,Fortuna Palace (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",23000,47,0.39,,21,,,,24,New,,,,https://www.supercazino.ro/fortuna-palace-casino/,,2026-06-18 02:56:34
scanare bilet total bet,RO,Romania,Romanian,Total Bet (Organization),true,false,false,true,false,false,Sitelinks,200,48,0.91,,21,,,,3,New,,,,https://www.supercazino.ro/blog/totalbet-verificare-bilet/,,2026-05-18 20:30:57
hotspins casino,RO,Romania,English,Hot Spins (Organization),true,false,false,true,true,false,Sitelinks,350,55,0.37,,21,,,,6,New,,,,https://www.supercazino.ro/hot-spins-casino/,,2026-06-16 19:46:00
400 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,1700,34,1.74,9,21,13,,9,13,-4,,https://www.supercazino.ro/blog/888-bonus-fara-depunere/,,https://www.supercazino.ro/t/400-rotiri-gratuite/,2024-06-27 00:31:53,2026-06-17 10:16:30
new casino,RO,Romania,English,,false,false,false,true,true,false,Image pack,200,31,3.00,21,,,,3,,Lost,,https://www.supercazino.ro/casino-online/,,,2024-06-16 04:37:08,
cod bonus unibet,RO,Romania,Romanian,"Unibet (Organization), cod bonus (Product)",true,false,false,true,true,false,"Sitelinks, Video preview",350,48,1.48,0,21,21,,32,7,25,,https://www.supercazino.ro/blog/unibet-bonus-bun-venit/,,https://www.supercazino.ro/blog/promotii-unibet-fara-depunere/,2024-06-14 02:54:22,2026-06-05 15:17:41
stanleybet casino,RO,Romania,English,Stanleybet (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",900,2,0.32,21,,,,10,,Lost,,https://www.supercazino.ro/stanleybet/,,,2024-06-11 14:36:54,
player cazino,RO,Romania,Romanian,Cazino (Organization),true,false,false,true,true,false,Sitelinks,300,49,0.69,48,21,-27,,3,5,-2,,https://www.supercazino.ro/player-casino/,,https://www.supercazino.ro/player-casino/,2024-06-20 23:49:23,2026-05-21 23:22:46
casinos romania,RO,Romania,English,Romania (Location),false,false,false,true,true,false,"Top ads, People also ask, Thumbnail, Image pack, Bottom ads, Paid sitelinks",200,57,8.29,21,,,,3,,Lost,,https://www.supercazino.ro/casino-online/,,,2024-06-23 16:07:35,
bonusuri fara rulaj,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,200,65,2.36,28,21,-7,,2,3,-1,,https://www.supercazino.ro/bonus-fara-rulaj/,,https://www.supercazino.ro/bonus-fara-rulaj/,2024-06-27 18:31:45,2026-06-01 17:29:27
loto betano,RO,Romania,Romanian,Betano (Organization),true,false,false,true,false,false,"Sitelinks, Video preview, Image pack",600,0,1.21,21,,,,8,,Lost,,https://www.supercazino.ro/blog/betano-promotii-loto/,,,2024-06-25 14:25:45,
cod bonus seven casino,RO,Romania,English,Seven Casino (Organization),true,false,false,true,true,false,,150,55,0.77,1,21,21,,18,2,16,,https://www.supercazino.ro/blog/seven-casino-bonus-fara-depunere/,,https://www.supercazino.ro/blog/cod-bonus-seven-casino/,2024-06-24 22:23:19,2026-06-09 06:56:28
player casino bonus fara depunere,RO,Romania,Romanian,Player Casino (Organization),true,false,false,true,true,false,Sitelinks,300,51,0.92,4,21,17,,5,5,,,https://www.supercazino.ro/blog/player-casino-bonus-fara-depunere/,,https://www.supercazino.ro/blog/player-casino-bonus-fara-depunere/,2024-06-26 12:02:05,2026-05-28 01:30:20
ruleta ruseasca,RO,Romania,Romanian,Russian roulette (Event),false,false,false,true,false,false,"Thumbnail, Video preview, Knowledge panel",200,0,0.03,21,,,,3,,Lost,,https://www.supercazino.ro/blog/ruleta-ruseasca-jocul-de-noroc-suprem/,,,2024-06-24 13:53:43,
cel mai bun fotbalist din lume,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,900,1,,21,,,,8,,Lost,,https://www.supercazino.ro/blog/jucatori-fotbal/,,,2024-06-26 10:31:46,
stanleybet cod bonus,RO,Romania,English,Stanleybet (Organization),true,false,false,true,true,false,,200,58,2.73,2,21,19,,14,3,11,,https://www.supercazino.ro/blog/bonus-fara-depunere-stanleybet/,,https://www.supercazino.ro/blog/cod-bonus-stanleybet/,2024-06-18 22:29:07,2026-06-17 07:52:06
batman verificare bilet,RO,Romania,Romanian,Batman (Person),false,false,false,true,false,false,Sitelinks,200,7,,25,21,-4,,6,3,3,,https://www.supercazino.ro/blog/verificare-bilet-betmen/,,https://www.supercazino.ro/blog/verificare-bilet-betmen/,2024-06-22 04:45:38,2026-05-18 03:47:08
manhattan casino,RO,Romania,English,Manhattan Casino (Organization),true,true,false,true,true,false,Sitelinks,3200,28,1.13,3,21,18,,14,16,-2,,https://www.supercazino.ro/blog/pareri-manhattan-casino/,,https://www.supercazino.ro/manhattan-casino/,2024-06-27 08:57:18,2026-06-21 22:01:15
reguli macao,RO,Romania,Romanian,Macao (Work),false,false,false,true,false,false,Video preview,1000,0,0.05,101,21,-80,,5,12,-7,,https://www.supercazino.ro/blog/reguli-macao/,,https://www.supercazino.ro/blog/reguli-macao/,2024-06-26 02:56:43,2026-05-27 01:59:45
grecia kino 20/80,RO,Romania,Romanian,Grecia Kino 20/80 (Event),true,false,false,true,false,false,,4900,47,0.15,0,21,21,,27,6,21,Image pack,https://www.supercazino.ro/kino-grecia/,,https://www.supercazino.ro/kino-grecia/,2024-06-27 19:00:13,2026-06-26 03:58:03
jocuri bani reali fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,100,30,2.48,21,,,,2,,Lost,,https://www.supercazino.ro/bonus-casino/,,,2024-06-17 03:15:48,
bonus cazino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,150,33,2.55,21,,,,3,,Lost,,https://www.supercazino.ro/bonus-casino/,,,2024-06-14 20:39:13,
cazinouri noi bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,800,74,0.91,52,21,-31,,2,10,-8,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-07 23:54:16,2026-06-20 20:58:17
cont mozzart,RO,Romania,Romanian,Mozzart Bet (Organization),true,false,true,true,true,true,Sitelinks,200,7,2.00,4,21,17,,12,3,9,,https://www.supercazino.ro/blog/joc-responsabil-mozzart/,,https://www.supercazino.ro/blog/ghid-inregistrare-mozzart-casino/,2024-06-07 00:38:20,2026-05-25 22:14:03
rotiri gratuite fara depunere cazinouri noi,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,500,73,2.01,,20,,,,8,New,,,,https://www.supercazino.ro/bonus-casino/,,2026-06-20 21:22:23
bet men.ro,RO,Romania,Romanian,BetMen (Organization),true,false,true,true,true,false,Sitelinks,400,4,1.17,158,20,-137,,8,7,1,,https://www.supercazino.ro/blog/betmen-pariuri-sportive/,,https://www.supercazino.ro/blog/agentii-betmen/,2024-06-27 15:12:26,2026-06-09 10:42:34
pacanele rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Image pack,150,31,2.51,20,,,,3,,Lost,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,,2024-06-25 06:14:52,
program fortuna azi,RO,Romania,Romanian,Fortuna (Organization),true,false,false,true,false,false,"Featured snippet, Sitelinks",150,43,0.68,0,20,20,,18,3,15,,https://www.supercazino.ro/blog/agentii-fortuna/,,https://www.supercazino.ro/blog/agentii-fortuna/,2024-06-22 10:08:46,2026-06-19 10:53:52
efbet casino,RO,Romania,English,Efbet (Organization),true,false,true,true,true,true,"Sitelinks, Local pack, Video preview",800,0,1.32,20,,,,11,,Lost,,https://www.supercazino.ro/efbet-casino/,,,2024-06-25 10:47:31,
fortuna casino online,RO,Romania,English,Fortuna Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview, Image pack, Bottom ads, Paid sitelinks",1000,22,0.55,20,,,,11,,Lost,,https://www.supercazino.ro/fortuna-casino/,,,2024-06-27 00:52:43,
pragmatic play demo,RO,Romania,English,Pragmatic Play (Organization),true,false,false,true,false,false,"Sitelinks, Video preview",1300,67,0.66,20,,,,12,,Lost,,https://www.supercazino.ro/producator/pragmatic-play/,,,2024-06-23 11:40:54,
magnum bet bonus fara depunere,RO,Romania,Romanian,Magnum Bet (Organization),true,false,false,true,true,false,Sitelinks,400,49,0.90,0,20,20,,28,7,21,,https://www.supercazino.ro/blog/magnumbet-bonus-bun-venit/,,https://www.supercazino.ro/blog/magnumbet-bonus-bun-venit/,2024-06-27 19:41:01,2026-05-18 09:51:52
live chat superbet,RO,Romania,English,Superbet (Organization),true,false,false,true,false,false,Video preview,700,1,1.10,20,,,,9,,Lost,,https://www.supercazino.ro/blog/superbet-contact/,,,2024-06-27 01:02:18,
loto austria zahlen 5 din 90,RO,Romania,Romanian,Austria Zahlenlotto 5/90 (Event),true,false,false,true,false,false,,700,1,0.18,20,,,,9,,Lost,,https://www.supercazino.ro/loto-austria/,,,2024-06-25 12:26:50,
winner bonus,RO,Romania,English,Winner (Organization),true,false,false,true,true,false,"Video preview, Image pack",150,0,3.40,20,,,,3,,Lost,,https://www.supercazino.ro/blog/winner-bonus-fara-depunere/,,,2024-06-25 10:02:07,
casino online cu rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Video preview, Bottom ads, Paid sitelinks",150,31,3.86,20,,,,3,,Lost,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,,2024-06-17 02:28:42,
lucky casino,RO,Romania,English,Lucky Casino (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Image pack, Video preview",3800,0,0.68,20,,,,17,,Lost,,https://www.supercazino.ro/blog/luck-casino-bonus-fara-depunere/,,,2024-06-24 22:28:32,
sloturi fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Image pack, Bottom ads, Paid sitelinks",150,33,2.69,20,,,,3,,Lost,,https://www.supercazino.ro/bonus-casino/,,,2024-06-21 16:07:25,
casa pariurilor lucky six,RO,Romania,Romanian,"Casa Pariurilor (Organization), Lucky Six (Event)",true,false,false,true,false,false,,450,4,1.46,,20,,,,9,New,,,,https://www.supercazino.ro/blog/lucky-six/,,2026-06-22 04:32:39
winbet casino online,RO,Romania,English,Winbet (Organization),true,false,true,true,true,true,"Sitelinks, Video preview",150,2,0.01,20,,,,2,,Lost,,https://www.supercazino.ro/winbet-casino/,,,2024-06-07 20:35:08,
cazinouri online cu bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,300,73,2.65,14,20,5,,3,7,-4,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-26 18:11:51,2026-05-27 15:21:22
rotiri gratuite fara depunere instant,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Image pack, Bottom ads, Paid sitelinks",200,26,3.27,20,,,,4,,Lost,,https://www.supercazino.ro/cazinouri-online-rotiri-gratuite/,,,2024-06-14 05:54:35,
cod bonus winbet,RO,Romania,Romanian,Winbet (Organization),true,false,false,true,true,false,,400,57,1.61,24,20,-5,,8,7,1,,https://www.supercazino.ro/blog/winbet-bonus-fara-depunere/,,https://www.supercazino.ro/blog/winbet-bonus-fara-depunere/,2024-06-24 22:47:18,2026-06-19 00:22:44
loto germania 20 din 70,RO,Romania,Romanian,Germania Keno 20/70 (Event),true,false,false,true,false,false,,350,0,,1,20,18,,17,6,11,,https://www.supercazino.ro/loto-germania/,,https://www.supercazino.ro/loto-germania/,2024-06-27 22:03:10,2026-06-24 21:54:06
maxbet 350 rotiri,RO,Romania,Romanian,MaxBet (Organization),true,false,false,true,true,false,"Video preview, Image pack, Bottom ads",500,0,0.63,19,,,,8,,Lost,,https://www.supercazino.ro/blog/maxbet-bonus-fara-depunere/,,,2024-06-25 21:27:49,
napoleon casino bonus fara depunere,RO,Romania,Romanian,Napoleon Casino (Organization),true,false,false,true,true,false,,2400,0,0.82,,19,,,,15,New,,,,https://www.supercazino.ro/blog/napoleon-games-bonus-fara-depunere/,,2026-06-27 01:44:55
betmen rotiri gratuite,RO,Romania,Romanian,"BetMen (Organization), BetMen free spins (Product)",true,false,false,true,true,true,,600,51,1.48,,19,,,,9,New,,,,https://www.supercazino.ro/blog/betmen-bonus-fara-depunere/,,2026-05-23 15:45:24
cazinouri romania online,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,"Top ads, Bottom ads",150,61,2.20,19,,,,2,,Lost,,https://www.supercazino.ro/casino-online/,,,2024-06-26 00:59:55,
superbet rezultate loto italia keno,RO,Romania,Romanian,"Superbet (Organization), Loto (Event), Keno (Event), Italy (Location)",true,false,false,true,false,false,,1900,55,,0,19,19,,35,14,21,,https://www.supercazino.ro/blog/superbet-loto/,,https://www.supercazino.ro/loto-italia/,2024-06-20 14:02:49,2026-06-14 18:59:28
casino online fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,5800,75,1.59,111,19,-92,,3,19,-16,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-casino/,2024-06-23 16:11:48,2026-06-16 14:36:31
netbet rotiri gratuite fara depunere,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,false,,250,53,1.47,18,19,1,,4,5,-1,,https://www.supercazino.ro/blog/oferta-bonus-fara-depunere-netbet/,,https://www.supercazino.ro/blog/oferta-bonus-fara-depunere-netbet/,2024-06-14 21:13:07,2026-06-08 05:38:53
reguli macao 7,RO,Romania,Romanian,Macao (Event),false,false,false,true,false,false,"Featured snippet, Video preview, Image pack",150,0,,19,,,,2,,Lost,,https://www.supercazino.ro/blog/reguli-macao/,,,2024-06-07 22:25:16,
efortuna bonus fara depunere,RO,Romania,Romanian,eFortuna (Organization),true,false,false,true,true,false,Image pack,150,0,1.12,19,,,,3,,Lost,,https://www.supercazino.ro/blog/fortuna-bonus-fara-depunere/,,,2024-06-10 14:15:47,
winmasters bonus,RO,Romania,English,Winmasters (Organization),true,false,false,true,true,false,Image pack,450,0,0.22,19,,,,10,,Lost,,https://www.supercazino.ro/winmasters-casino/,,,2024-06-14 02:28:33,
platinum casino online,RO,Romania,English,Platinum Casino (Organization),true,false,false,true,true,true,"Video preview, Bottom ads, Paid sitelinks",150,0,1.55,19,,,,3,,Lost,,https://www.supercazino.ro/platinum-casino/,,,2024-06-27 22:09:31,
red sevens casino,RO,Romania,English,Red Sevens (Organization),true,false,true,true,true,false,"Sitelinks, Local pack",400,23,0.57,,19,,,,8,New,,,,https://www.supercazino.ro/redsevens-casino/,,2026-06-27 01:56:44
siteuri casino,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Image pack, Bottom ads",200,57,7.30,19,,,,4,,Lost,,https://www.supercazino.ro/casino-online/,,,2024-06-15 12:08:53,
fortuna pariuri fotbal,RO,Romania,Romanian,Fortuna (Organization),true,false,true,true,true,true,Sitelinks,1000,47,0.01,0,19,19,,26,11,15,,https://www.supercazino.ro/blog/fortuna-pariuri-sport/,,https://www.supercazino.ro/blog/fortuna-pariuri-sport/,2024-06-08 01:46:05,2026-06-24 06:54:14
cehia 12 din 60,RO,Romania,Romanian,Cehia Keno 12/60 (Event),true,false,false,true,false,false,,800,0,,1,19,17,,23,10,13,,https://www.supercazino.ro/cehia-keno/,,https://www.supercazino.ro/cehia-keno/,2024-06-22 21:45:49,2026-06-15 18:35:07
las vegas casino bonus fara depunere,RO,Romania,Romanian,Las Vegas Casino (Organization),true,true,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks",200,50,1.23,19,19,0,,6,4,2,,https://www.supercazino.ro/blog/bonus-fara-depunere-las-vegas-casino/,,https://www.supercazino.ro/blog/bonus-fara-depunere-las-vegas-casino/,2024-06-20 04:02:58,2026-05-21 12:13:15
gets bet rotiri gratuite,RO,Romania,Romanian,Get's Bet (Organization),true,false,false,true,true,false,,300,53,0.19,58,19,-39,,4,6,-2,,https://www.supercazino.ro/blog/gets-bet-bonus-fara-depunere/,,https://www.supercazino.ro/blog/gets-bet-bonus-fara-depunere/,2024-06-13 08:59:14,2026-05-25 03:11:26
bonus aniversar casino,RO,Romania,Romanian,,false,false,false,true,true,false,,4600,61,1.11,0,19,19,,34,18,16,,https://www.supercazino.ro/bonus-casino/,,https://www.supercazino.ro/bonus-de-ziua-ta/,2024-06-24 18:45:43,2026-06-27 05:45:59
gaminator online,RO,Romania,English,Gaminator (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel, Video preview",250,1,0.90,19,,,,6,,Lost,,https://www.supercazino.ro/producator/novomatic/,,,2024-06-15 09:23:37,
cazino furtuna,RO,Romania,Romanian,Fortuna Casino (Organization),true,false,false,true,true,false,"Sitelinks, Thumbnail, Video preview, Image pack, Bottom ads, Paid sitelinks",300,8,1.92,19,,,,6,,Lost,,https://www.supercazino.ro/fortuna-casino/,,,2024-06-09 00:27:44,
bonus fara depunere winner,RO,Romania,Romanian,Winner (Organization),true,false,false,true,true,false,Sitelinks,200,58,1.55,19,19,0,,4,4,,,https://www.supercazino.ro/blog/winner-bonus-fara-depunere/,,https://www.supercazino.ro/blog/winner-bonus-fara-depunere/,2024-06-14 16:41:29,2026-05-29 22:59:49
mozzartbet bonus,RO,Romania,Romanian,MozzartBet (Organization),true,false,false,true,true,true,Sitelinks,200,57,1.94,10,19,9,,7,4,3,,https://www.supercazino.ro/blog/mozzart-55-rotiri-gratuite/,,https://www.supercazino.ro/blog/mozzartbet-bonus-fara-depunere/,2024-06-21 17:59:22,2026-06-15 22:20:23
las vegas casino contact,RO,Romania,English,Las Vegas Casino (Organization),true,true,false,true,false,false,"Knowledge panel, Sitelinks",200,45,1.57,19,19,0,,4,4,,,https://www.supercazino.ro/blog/las-vegas-contact/,,https://www.supercazino.ro/blog/las-vegas-contact/,2024-06-23 01:49:33,2026-05-25 04:04:54
player casino online,RO,Romania,English,Player Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",100,1,4.67,19,,,,2,,Lost,,https://www.supercazino.ro/player-casino/,,,2024-06-13 11:39:16,
cazinouri online noi,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,7100,68,1.48,11,19,8,,12,20,-8,,https://www.supercazino.ro/casino-online/,,https://www.supercazino.ro/casino-online/,2024-06-25 02:11:25,2026-06-22 12:07:32
winner bet romania,RO,Romania,English,"Winner (Organization), Romania (Location)",true,false,false,true,true,false,Sitelinks,300,73,2.53,0,19,19,,42,4,38,,https://www.supercazino.ro/blog/winner-contact/,,https://www.supercazino.ro/blog/agentii-winner/,2024-06-20 00:37:49,2026-06-19 01:41:48
total bet.ro pariuri sportive,RO,Romania,Romanian,TotalBet (Organization),true,false,true,true,true,false,Sitelinks,400,41,0.84,,19,,,,7,New,,,,https://www.supercazino.ro/blog/pariuri-sportive-total-bet-ro/,,2026-05-23 20:25:21
unibet bonus,RO,Romania,English,Unibet (Organization),true,false,false,true,true,false,,350,58,2.69,11,18,7,,9,7,2,,https://www.supercazino.ro/blog/unibet-bonus-bun-venit/,,https://www.supercazino.ro/blog/unibet-bonus-bun-venit/,2024-06-16 03:12:38,2026-06-09 12:53:55
bonus de bun venit superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Video preview, Image pack, Bottom ads",200,4,6.47,18,,,,4,,Lost,,https://www.supercazino.ro/blog/promotii-superbet-fara-depunere/,,,2024-06-26 12:49:39,
elite slots bonus fara depunere,RO,Romania,Romanian,"Elite Slots (Organization), Elite Slots bonus without deposit (Product)",true,false,false,true,true,true,,400,51,1.03,11,18,8,,6,7,-1,,https://www.supercazino.ro/blog/elite-slots-bonus-fara-depunere/,,https://www.supercazino.ro/blog/elite-slots-bonus-fara-depunere/,2024-06-15 00:30:47,2026-06-10 09:51:05
loto germania 20/70,RO,Romania,Romanian,Germania Keno 20/70 (Event),true,false,false,true,false,false,,600,0,,9,18,9,,11,9,2,,https://www.supercazino.ro/loto-germania/,,https://www.supercazino.ro/loto-germania/,2024-06-10 11:47:55,2026-05-27 05:13:38
casa pariurilor demo,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,false,false,"Sitelinks, Image pack",200,1,0.55,18,,,,4,,Lost,,https://www.supercazino.ro/blog/casa-pariurilor-casino-demo/,,,2024-05-31 08:26:40,
austria 5/90,RO,Romania,English,"Austria Zahlenlotto 5/90 (Event), Austria (Location)",true,false,false,true,false,false,Video preview,400,1,0.23,18,,,,7,,Lost,,https://www.supercazino.ro/loto-austria/,,,2024-06-22 15:34:26,
jocuri egt online,RO,Romania,Romanian,EGT (Organization),true,false,false,true,false,false,,150,10,,18,,,,3,,Lost,,https://www.supercazino.ro/producator/egt/,,,2024-06-10 12:22:45,
