Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
cazinouri rotiri gratuite,RO,Romania,Romanian,,false,false,false,true,true,false,,600,73,3.00,,27,,,,7,New,,,,https://legalbet.ro/cazinouri/rotiri-gratuite/,,2026-06-07 04:22:07
manhattan casino online,RO,Romania,English,Manhattan Casino (Organization),true,false,false,true,true,true,Sitelinks,350,12,0.96,6,27,21,,8,5,3,,https://legalbet.ro/bonus/manhattan-casino-250-rotiri-gratuite-la-slotul-the-dog-house/,,https://legalbet.ro/cazinouri/manhattan/,2024-06-11 13:51:38,2026-05-14 07:51:46
mozzart,RO,Romania,Romanian,Mozzart (Organization),true,false,true,true,true,false,"Image pack, Video preview",11000,54,0.26,0,27,27,,19,3,16,,https://legalbet.ro/feedback/mozzart/,,https://legalbet.ro/cazinouri/mozzart/,2024-06-27 13:15:16,2026-06-17 01:28:15
cine joacă azi,RO,Romania,Romanian,,false,false,false,true,false,false,,200,54,0.07,17,27,10,,4,2,2,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-21 16:48:14,2026-05-22 06:48:26
las vegas pariuri,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,true,false,,250,56,1.83,7,27,20,,12,5,7,,https://legalbet.ro/feedback/las-vegas/,,https://legalbet.ro/feedback/las-vegas/,2024-06-23 20:30:53,2026-06-21 06:28:33
scanare bilet stanleybet,RO,Romania,Romanian,Stanleybet (Organization),true,false,false,true,false,false,"Sitelinks, Video preview",200,5,0.50,59,27,-32,,4,2,2,,https://legalbet.ro/scoala-pariurilor/stanleybet-verificare-bilet-online/,,https://legalbet.ro/scoala-pariurilor/stanleybet-verificare-bilet-online/,2024-06-27 16:53:42,2026-05-19 20:27:28
ioji casino,RO,Romania,Romanian,Yoji Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",1000,52,0.88,58,27,-31,,4,10,-6,,https://legalbet.ro/bonus/yoji-casino-50-de-rotiri-gratuite-la-verificarea-contului/,,https://legalbet.ro/bonus/yoji-casino-50-de-rotiri-gratuite-la-verificarea-contului/,2024-06-24 03:37:32,2026-06-03 09:59:49
gs bet verificare bilet,RO,Romania,Romanian,Get's Bet (Organization),true,false,false,true,false,false,"Sitelinks, Video preview",150,41,0.76,,27,,,,3,New,,,,https://legalbet.ro/scoala-pariurilor/getsbet-verificare-bilet-online/,,2026-05-20 22:42:17
fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,4200,74,2.20,0,27,27,,81,16,65,,https://legalbet.ro/bonus/sets/fara-depunere-pariuri/,,https://legalbet.ro/bonus/sets/fara-depunere-pariuri/,2024-06-27 02:37:15,2026-06-17 12:22:07
400 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,1700,34,1.74,1,27,26,,18,12,6,,https://legalbet.ro/bonus/betanocasino-400-rotiri-gratuite-fara-depunere/,,https://legalbet.ro/bonus/casa-pariurilor-casino-400-rotiri-gratuite-fara-depunere-la-verificare/,2024-06-27 00:31:53,2026-06-17 10:16:30
cazinouri legale,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,200,74,2.63,11,27,16,,3,2,1,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-23 03:38:22,2026-06-16 20:24:33
oferta fotbal total bet,RO,Romania,Romanian,TotalBet (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",250,58,0.34,28,27,-2,,7,4,3,,https://legalbet.ro/scoala-pariurilor/total-bet/,,https://legalbet.ro/scoala-pariurilor/recenzia-casei-de-pariuri-totalbet/,2024-06-26 00:18:36,2026-06-13 05:30:02
rotiri fara rulaj,RO,Romania,Romanian,,false,false,false,true,true,false,,600,57,4.00,1,27,26,,21,7,14,,https://legalbet.ro/scoala-de-cazino/bonus-fara-rulaj/,,https://legalbet.ro/cazinouri/bonusuri/fara-rulaj/,2024-06-23 12:46:43,2026-06-06 13:51:07
casa pariurilor conectare,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,true,false,false,false,Image pack,450,15,1.19,26,,,,6,,Lost,,https://legalbet.ro/feedback/casa-pariurilor/,,,2024-06-22 22:29:57,
retragere netbet,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,false,false,,150,0,0.64,18,26,9,,4,3,1,,https://legalbet.ro/scoala-pariurilor/casa-de-pariuri-netbet-depuneri-si-retrageri/,,https://legalbet.ro/complaints/netbet/,2024-06-12 08:56:39,2026-05-20 14:11:02
cine joaca azi,RO,Romania,Romanian,,false,false,false,true,false,false,,300,59,0.07,157,26,-131,,2,2,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-13 08:51:53,2026-06-25 23:47:42
las vegas online casino,RO,Romania,English,Las Vegas (Location),false,true,false,true,true,false,,250,79,1.21,,26,,,,3,New,,,,https://legalbet.ro/cazinouri/las-vegas/,,2026-06-20 10:09:36
ce meciuri de fotbal sunt astăzi,RO,Romania,Romanian,,false,false,false,true,false,false,,150,61,0.07,27,26,0,,2,2,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-16 15:54:02,2026-06-10 02:35:31
player casino bonus fara depunere,RO,Romania,Romanian,Player Casino (Organization),true,false,false,true,true,false,Sitelinks,300,51,0.92,0,26,26,,37,4,33,,https://legalbet.ro/alegerea-editorului/player-casino-ce-promotii-ai-cum-le-obtii-si-cum-le/,,https://legalbet.ro/bonus/player-222-rotiri-gratuite-fr-depunere/,2024-06-26 12:02:05,2026-05-28 01:30:20
bonus case de pariuri,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,200,62,5.46,10,26,16,,2,2,,,https://legalbet.ro/rating-bonus/,,https://legalbet.ro/rating-bonus/,2024-06-15 23:25:25,2026-06-22 03:14:59
rotiri gratuite,RO,Romania,Romanian,,false,false,false,true,true,false,,14000,71,2.74,,26,,,,23,New,,,,https://legalbet.ro/cazinouri/rotiri-gratuite/,,2026-06-21 10:43:50
cash pot casino,RO,Romania,English,CashPot Casino (Organization),true,false,false,true,true,false,Sitelinks,450,22,0.65,10,26,16,,10,6,4,,https://legalbet.ro/cazinouri/cashpot/,,https://legalbet.ro/cazinouri/cashpot/,2024-06-22 09:54:33,2026-05-28 06:33:01
cote fotbal azi,RO,Romania,Romanian,,false,false,false,true,true,true,Image pack,150,28,0.18,26,,,,2,,Lost,,https://legalbet.ro/centrul-de-pariere/,,,2024-06-12 15:39:44,
meci fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,"Top stories, Thumbnail",700,67,0.10,12,26,13,,13,5,8,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-23 22:40:15,2026-06-17 17:43:31
bingo bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,800,61,0.79,5,26,21,,9,9,,,https://legalbet.ro/cazinouri/bingo/,,https://legalbet.ro/cazinouri/rotiri-gratuite/,2024-06-12 03:33:23,2026-06-10 03:35:13
pariu sansa progresiv,RO,Romania,Romanian,Progressive Chance Bet (Event),true,false,false,true,false,false,,250,46,,,26,,,,5,New,,,,https://legalbet.ro/alegerea-editorului/pariu-sansa-superbet/,,2026-05-21 17:57:59
predictii pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,,350,59,0.42,46,25,-20,,7,9,-2,,https://legalbet.ro/ponturi/,,https://legalbet.ro/ponturi/,2024-06-26 02:57:57,2026-06-02 20:58:20
winbet aplicatie,RO,Romania,Romanian,Winbet (Organization),true,false,true,true,true,true,,250,0,0.30,25,,,,4,,Lost,,https://legalbet.ro/scoala-pariurilor/aplicatie-winbet/,,,2024-06-19 16:37:21,
las vegas cazino,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,false,false,"Sitelinks, People also ask, Knowledge panel, Video preview",200,57,,,25,,,,5,New,,,,https://legalbet.ro/cazinouri/las-vegas/,,2026-06-09 12:13:09
acasa fortuna,RO,Romania,Romanian,Acasa Fortuna (Organization),true,false,false,true,true,false,,250,57,0.23,3,25,23,,18,4,14,,https://legalbet.ro/bonus/fortuna-sport-bonus-de-bun-venit-de-150-lei-50-lei-la-verificare/,,https://legalbet.ro/feedback/fortuna/,2024-06-09 10:27:21,2026-06-21 04:58:21
meciu,RO,Romania,Romanian,,false,false,false,true,false,false,,200,60,0.14,17,25,8,,4,3,1,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-10 01:38:23,2026-06-15 01:49:34
casa pariurilor fotbal azi,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,true,"Image pack, Video preview",1800,32,0.57,25,,,,13,,Lost,,https://legalbet.ro/centrul-de-pariere/,,,2024-06-27 04:29:54,
cazinouri online legale in romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,"Featured snippet, Sitelinks",200,79,1.62,9,25,16,,2,3,-1,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-09 10:55:38,2026-05-22 15:45:48
ponturi peste 2.5 goluri azi,RO,Romania,Romanian,,false,false,false,true,false,false,,800,39,1.00,2,25,23,,17,9,8,,https://legalbet.ro/ponturi/sportul-fotbal/,,https://legalbet.ro/ponturi/,2024-06-21 10:19:54,2026-06-14 21:08:39
mr bit casino,RO,Romania,,MrBit Casino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview, Image pack",2500,2,0.51,25,,,,14,,Lost,,https://legalbet.ro/cazinouri/mr-bit-casino/,,,2024-06-25 21:39:32,
fotbal astăzi la tv,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,800,58,0.03,0,25,25,,32,9,23,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-13 22:39:56,2026-06-20 07:12:47
mr bit bonus fara depunere,RO,Romania,Romanian,MrBit (Organization),true,false,false,true,true,false,,400,50,1.70,0,25,25,,50,6,44,,https://legalbet.ro/cazinouri/mr-bit-casino/,,https://legalbet.ro/bonus/mr-bit-casino-100-rotiri-gratuite-fara-depunere/,2024-06-07 03:08:11,2026-06-13 09:42:30
stanleybet verificare bilet fotbal,RO,Romania,Romanian,Stanleybet (Organization),true,false,true,true,false,false,Video preview,350,14,0.42,59,25,-34,,4,5,-1,,https://legalbet.ro/scoala-pariurilor/stanleybet-verificare-bilet-online/,,https://legalbet.ro/scoala-pariurilor/stanleybet-verificare-bilet-online/,2024-06-19 03:18:17,2026-06-05 22:01:31
rotiri gratuite la verificarea contului,RO,Romania,Romanian,,false,false,false,true,true,false,,600,69,3.23,0,25,24,,27,8,19,,https://legalbet.ro/bonus/conticazino-151-de-rotiri-gratuite-la-verificarea-contului/,,https://legalbet.ro/cazinouri/rotiri-gratuite/,2024-06-16 07:51:40,2026-06-17 21:21:25
las vegas bonus,RO,Romania,English,Las Vegas (Location),false,true,false,true,true,false,Sitelinks,150,57,1.78,,24,,,,2,New,,,,https://legalbet.ro/cazinouri/las-vegas/,,2026-06-07 06:34:11
biletul zilei sigur 100,RO,Romania,Romanian,Daily Ticket (Event),false,false,false,true,false,false,Video preview,450,65,0.23,39,24,-15,,7,7,,,https://legalbet.ro/biletul-zilei/,,https://legalbet.ro/biletul-zilei/,2024-06-25 14:09:37,2026-06-27 02:54:35
ponturi meciuri azi,RO,Romania,Romanian,,false,false,false,true,false,false,,150,60,0.45,39,24,-14,,8,4,4,,https://legalbet.ro/ponturi/ponturile-de-astazi/,,https://legalbet.ro/ponturi/ponturile-de-astazi/,2024-06-23 01:57:56,2026-06-21 03:59:17
case de pariuri cu bonus,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,56,7.35,26,24,-2,,2,2,,,https://legalbet.ro/rating-bonus/,,https://legalbet.ro/rating-bonus/,2024-06-22 02:26:28,2026-06-10 21:57:13
site uri pacanele,RO,Romania,Romanian,,false,false,false,true,true,false,,150,80,6.12,19,24,5,,3,2,1,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-17 18:09:33,2026-06-04 09:38:52
casino bonus de bun venit,RO,Romania,Romanian,,false,false,false,true,true,false,,300,67,4.04,11,24,13,,5,5,,,https://legalbet.ro/cazinouri/bonusuri/bonusuri-la-inregistrare/,,https://legalbet.ro/cazinouri/bonusuri/bonusuri-la-inregistrare/,2024-06-20 00:46:08,2026-06-02 22:14:48
cazinou online,RO,Romania,Romanian,,false,false,false,true,true,true,,200,80,3.92,1,24,23,,22,3,19,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-14 04:54:26,2026-06-14 13:29:21
depunere minima 10 lei,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,8,0.37,0,24,24,,34,2,32,,https://legalbet.ro/alegerea-editorului/depunerea-minima-la-toate-casele-de-pariuri-online/,,https://legalbet.ro/cazinouri/sets/depunere-minima-10-lei/,2024-06-10 16:34:03,2026-05-22 22:10:11
site uri ponturi pariuri sportive,RO,Romania,Romanian,,false,false,false,true,false,false,,300,64,0.36,5,24,19,,8,5,3,,https://legalbet.ro/ponturi/,,https://legalbet.ro/ponturi/,2024-06-22 04:56:31,2026-06-16 08:40:19
fotbal european azi,RO,Romania,Romanian,,false,false,false,true,false,false,,150,46,0.17,0,24,24,,33,2,31,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-09 05:28:32,2026-05-19 06:24:39
cazino bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,250,72,1.98,0,24,24,,62,4,58,,https://legalbet.ro/bonus/,,https://legalbet.ro/cazinouri/bonusuri-fara-depunere/,2024-06-09 13:38:43,2026-06-24 21:54:47
prowin,RO,Romania,Romanian,ProWin (Organization),true,false,false,true,false,false,"Sitelinks, Knowledge panel",9100,19,0.17,,24,,,,3,New,,,,https://legalbet.ro/cazinouri/prowin-casino/,,2026-06-17 11:55:44
casinos online,RO,Romania,English,,false,false,false,true,true,true,"Video preview, Image pack",1500,46,3.12,24,,,,12,,Lost,,https://legalbet.ro/cazinouri/,,,2024-06-14 04:23:47,
forum fortuna,RO,Romania,Romanian,Fortuna (Organization),true,false,false,true,false,false,Sitelinks,200,50,1.92,8,24,15,,3,3,,,https://legalbet.ro/feedback/fortuna/,,https://legalbet.ro/feedback/fortuna/,2024-06-09 02:51:45,2026-06-01 05:17:14
fotbal romania azi,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,Video preview,2000,61,0.20,1,24,22,,26,11,15,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-25 20:12:59,2026-06-02 15:53:56
table pe bani,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,100,0,4.52,1,24,23,,19,3,16,,https://legalbet.ro/alegerea-editorului/joaca-table-online-la-totogaming-pe-bani-reali/,,https://legalbet.ro/alegerea-editorului/joaca-table-online-la-totogaming-pe-bani-reali/,2024-06-10 12:47:41,2026-05-26 14:18:24
don .ro,RO,Romania,,Don.ro (Organization),true,false,true,true,true,false,"Sitelinks, Video preview",1900,59,1.27,,24,,,,13,New,,,,https://legalbet.ro/feedback/don-sport/,,2026-06-22 04:15:01
meciuri maine romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,false,false,,200,55,0.20,79,23,-55,,1,3,-2,,https://legalbet.ro/centrul-de-pariere/maine/,,https://legalbet.ro/centrul-de-pariere/maine/,2024-06-17 00:43:54,2026-05-28 19:43:07
ponturi premier league,RO,Romania,Romanian,Premier League (Event),true,false,false,true,false,false,Sitelinks,150,0,,10,23,14,,6,2,4,,https://legalbet.ro/ponturi/sportul-fotbal/england-premier-league/,,https://legalbet.ro/ponturi/sportul-fotbal/england-premier-league/,2024-06-19 23:22:31,2026-06-04 07:39:40
meci maine,RO,Romania,Romanian,,false,false,false,true,false,false,,150,54,0.17,188,23,-165,,1,2,-1,,https://legalbet.ro/centrul-de-pariere/maine/,,https://legalbet.ro/centrul-de-pariere/maine/,2024-06-18 03:20:36,2026-05-20 03:24:34
platinum casino online,RO,Romania,English,Platinum Casino (Organization),true,false,false,true,true,true,,150,63,1.55,8,23,16,,7,2,5,,https://legalbet.ro/cazinouri/platinum-casino/,,https://legalbet.ro/cazinouri/platinum-casino/,2024-06-27 22:09:31,2026-06-21 22:03:27
meciurile,RO,Romania,Romanian,,false,false,false,true,false,false,"Top stories, Thumbnail, Video preview, Image pack",400,8,0.02,23,,,,3,,Lost,,https://legalbet.ro/centrul-de-pariere/astazi/,,,2024-06-27 13:19:21,
site uri casino,RO,Romania,Romanian,,false,false,true,true,false,false,,150,82,7.30,15,23,8,,4,2,2,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-24 16:34:42,2026-05-27 03:39:56
ponturi pariuri azi fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,300,56,0.32,2,23,22,,14,7,7,,https://legalbet.ro/ponturi/,,https://legalbet.ro/ponturi/ponturile-de-astazi/,2024-06-13 22:04:00,2026-06-20 15:12:30
casa pariurilor.,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,false,"Sitelinks, Local pack",200,19,,4,23,19,,12,4,8,,https://legalbet.ro/feedback/casa-pariurilor/,,https://legalbet.ro/feedback/casa-pariurilor/,2024-06-24 07:43:43,2026-06-15 15:01:42
pronosticuri fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,1300,58,0.43,0,23,23,,48,15,33,,https://legalbet.ro/ponturi/sportul-fotbal/,,https://legalbet.ro/ponturi/sportul-fotbal/,2024-06-27 05:59:41,2026-06-24 18:58:23
maxbet ro,RO,Romania,Romanian,Maxbet.ro (Organization),true,false,true,true,true,false,"Sitelinks, Video preview, Image pack, Bottom ads, Paid sitelinks",1700,1,1.64,23,,,,13,,Lost,,https://legalbet.ro/feedback/maxbet/,,,2024-06-25 19:21:58,
casinou,RO,Romania,Romanian,,false,false,false,true,true,false,,200,70,2.56,0,23,23,,70,4,66,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-15 10:37:59,2026-05-22 01:50:43
online casinos romania,RO,Romania,English,Romania (Location),false,true,false,true,true,true,,400,79,2.89,4,23,19,,8,6,2,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-18 02:01:04,2026-06-16 16:38:52
agentii pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,250,74,3.55,8,23,14,,5,4,1,,https://legalbet.ro/case-de-pariuri-licentiate/,,https://legalbet.ro/case-de-pariuri-licentiate/,2024-06-24 18:03:05,2026-06-26 07:11:39
meci diseara,RO,Romania,Romanian,,false,false,false,true,false,false,,200,61,0.19,23,23,-1,,2,2,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-05-29 08:07:46,2026-06-16 23:10:55
pronosticuri fotbal azi,RO,Romania,Romanian,,false,false,false,true,true,false,,1300,57,0.49,18,23,4,,14,13,1,,https://legalbet.ro/ponturi/sportul-fotbal/,,https://legalbet.ro/ponturi/ponturile-de-astazi/,2024-06-23 02:52:40,2026-06-12 12:19:11
predictii sportive,RO,Romania,Romanian,,false,false,false,true,false,false,,150,59,0.32,11,22,11,,8,5,3,,https://legalbet.ro/ponturi/,,https://legalbet.ro/ponturi/,2024-05-26 16:53:19,2026-06-15 19:36:06
cont casa pariurilor,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,true,true,false,false,Sitelinks,500,17,2.70,0,22,22,,35,3,32,,https://legalbet.ro/scoala-pariurilor/primul-pariu-la-casa-pariurilor/,,https://legalbet.ro/scoala-pariurilor/primul-pariu-la-casa-pariurilor/,2024-06-24 13:10:01,2026-06-14 00:49:47
poziții sc braga,RO,Romania,Romanian,SC Braga (Organization),true,false,false,true,false,false,"Image pack, Video preview",200,0,,22,,,,3,,Lost,,https://legalbet.ro/centrul-de-pariere/echipe/sporting-braga/,,,2024-06-12 20:05:33,
casa pariurilor forum,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,false,false,,150,17,0.84,22,22,0,,2,2,,,https://legalbet.ro/feedback/casa-pariurilor/,,https://legalbet.ro/feedback/casa-pariurilor/,2024-06-21 08:31:03,2026-05-30 00:20:00
fortuna bilet agentie,RO,Romania,Romanian,"Fortuna (Organization), Fortuna Betting Agency (Organization)",true,false,false,true,false,false,Sitelinks,150,45,0.04,5,22,17,,14,2,12,,https://legalbet.ro/case-de-pariuri/fortuna/,,https://legalbet.ro/scoala-pariurilor/fortuna-bet-verificare-bilet-online/,2024-06-24 02:31:42,2026-06-03 03:12:34
cea mai buna casa de pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,Top ads,150,67,7.55,7,22,15,,7,2,5,,https://legalbet.ro/case-de-pariuri-licentiate/,,https://legalbet.ro/case-de-pariuri-licentiate/,2024-06-09 05:28:12,2026-05-26 00:49:48
las vegas rotiri gratuite fara depunere,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,true,false,Sitelinks,200,53,2.01,0,22,22,,39,3,36,,https://legalbet.ro/bonus/las-vegas-casino-111-rotiri-fara-depunere-fara-rulaj/,,https://legalbet.ro/cazinouri/las-vegas/,2024-06-15 18:49:19,2026-05-20 08:34:29
conturi casino,RO,Romania,Romanian,,false,false,false,true,true,false,,250,81,1.83,0,22,22,,85,4,81,,https://legalbet.ro/cazinouri/bonusuri/bonusuri-la-inregistrare/,,https://legalbet.ro/cazinouri/,2024-06-24 03:30:23,2026-06-02 22:14:04
ce meciuri se joacă astăzi,RO,Romania,Romanian,,false,false,false,true,false,false,,150,58,0.02,22,22,0,,2,2,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-22 04:52:45,2026-06-21 14:07:20
pariuri gratuite,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,300,61,4.35,3,22,19,,10,5,5,,https://legalbet.ro/bonus/sets/fara-depunere-pariuri/,,https://legalbet.ro/bonus/sets/freebet/,2024-06-22 16:20:58,2026-06-17 19:24:19
poziții brentford,RO,Romania,Romanian,Brentford FC (Organization),true,false,false,true,false,false,"Knowledge panel, Video preview",200,1,,22,,,,3,,Lost,,https://legalbet.ro/centrul-de-pariere/echipe/brentford/,,,2024-06-06 17:24:41,
cazinouri online fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1700,72,1.83,0,22,22,,63,13,50,,https://legalbet.ro/cazinouri/bonusuri/bonusuri-fara-depunere/,,https://legalbet.ro/cazinouri/rotiri-gratuite/,2024-06-22 23:42:54,2026-06-13 20:43:45
cazinouri online rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,300,75,1.90,,21,,,,5,New,,,,https://legalbet.ro/cazinouri/rotiri-gratuite/,,2026-05-14 15:20:52
meciuri fotbal azi la tv,RO,Romania,Romanian,,false,false,false,true,false,false,,600,60,0.22,1,21,21,,22,8,14,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-27 06:47:57,2026-06-21 01:45:34
cele mai bune sloturi online,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Paid sitelinks",200,62,3.55,0,21,21,,25,3,22,,https://legalbet.ro/cazinouri/sloturi/,,https://legalbet.ro/cazinouri/,2024-06-27 08:51:22,2026-06-21 09:57:36
total bet pariuri sportive fotbal,RO,Romania,Romanian,TotalBet (Organization),true,false,true,true,true,true,"Sitelinks, Video preview",450,46,0.57,2,21,19,,11,7,4,,https://legalbet.ro/scoala-pariurilor/recenzia-casei-de-pariuri-totalbet/,,https://legalbet.ro/scoala-pariurilor/recenzia-casei-de-pariuri-totalbet/,2024-06-19 09:03:10,2026-05-17 09:00:53
ce meciuri sunt astazi,RO,Romania,Romanian,,false,false,false,true,false,false,,150,61,0.04,21,21,0,,2,2,,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-19 06:52:06,2026-06-13 01:22:34
fotbalazi,RO,Romania,Romanian,,false,false,false,true,true,false,,150,58,0.15,4,21,17,,10,2,8,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-24 00:37:42,2026-06-17 04:53:25
casinos romania,RO,Romania,English,Romania (Location),false,false,false,true,true,false,"Local pack, Sitelinks",200,81,8.29,11,21,10,,6,4,2,,https://legalbet.ro/cazinouri/,,https://legalbet.ro/cazinouri/,2024-06-23 16:07:35,2026-05-29 06:17:44
case de pariuri sportive,RO,Romania,Romanian,,false,false,false,true,true,false,"Sitelinks, Local pack",250,75,5.20,7,21,14,,4,3,1,,https://legalbet.ro/case-de-pariuri-licentiate/,,https://legalbet.ro/case-de-pariuri-licentiate/,2024-06-22 14:12:56,2026-06-20 09:36:16
las vegas bonus de bun venit,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,true,false,Sitelinks,150,49,1.78,0,21,21,,19,2,17,,https://legalbet.ro/bonus/las-vegas-casino-bonus-de-bun-venit-de-pana-la-3000-de-lei/,,https://legalbet.ro/cazinouri/las-vegas/,2024-06-22 14:36:16,2026-06-07 16:37:43
case de pariuri cu bonus la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,150,60,6.62,18,21,3,,3,2,1,,https://legalbet.ro/rating-bonus/,,https://legalbet.ro/rating-bonus/,2024-06-15 20:01:51,2026-06-04 05:15:13
oferta casa pariurilor azi,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks, Sitelinks, Image pack, Video preview",1000,33,0.76,21,,,,11,,Lost,,https://legalbet.ro/centrul-de-pariere/maine/,,,2024-06-24 05:57:30,
meciuri de fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,350,59,0.03,58,21,-37,,4,5,-1,,https://legalbet.ro/centrul-de-pariere/astazi/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-12 09:34:42,2026-06-14 01:20:49
bilet castigator stanleybet,RO,Romania,Romanian,Stanleybet (Organization),true,false,false,true,false,false,Sitelinks,150,0,0.51,1,21,19,,14,2,12,,https://legalbet.ro/scoala-pariurilor/stanleybet-verificare-bilet-online/,,https://legalbet.ro/scoala-pariurilor/stanleybet-verificare-bilet-online/,2024-06-10 06:42:12,2026-06-14 21:25:33
ce meciuri se joaca azi in champions league,RO,Romania,Romanian,"UEFA Champions League matches (Event), UEFA Champions League (Event)",true,false,false,true,false,false,,200,54,1.06,2,21,19,,22,4,18,,https://legalbet.ro/centrul-de-pariere/maine/,,https://legalbet.ro/centrul-de-pariere/astazi/,2024-06-19 20:04:24,2026-05-19 16:40:29
tipseri,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,150,30,0.28,21,,,,4,,Lost,,https://legalbet.ro/expert/,,,2024-06-12 11:04:44,
casa pariurilor deschis acum,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,false,false,"Sitelinks, Knowledge panel",1300,16,1.02,,21,,,,12,New,,,,https://legalbet.ro/case-de-pariuri-licentiate/casa-pariurilor/aplicatie/,,2026-06-18 02:54:21
