Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
rotiri gratuite de bun venit,RO,Romania,Romanian,,false,false,false,true,true,false,,200,71,2.48,0,64,64,,69,1,68,,https://pariurix.com/promotii/oferte-casino/rotiri-gratuite-fara-depune-conti.html,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-09 04:53:02,2026-06-01 23:33:13
bonus rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,200,72,4.79,0,64,63,,28,1,27,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-22 06:39:24,2026-05-27 23:33:55
bonusuri fără depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,200,72,3.25,2,64,61,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-18 20:48:44,2026-06-09 08:15:35
get's bet pariuri sportive,RO,Romania,Romanian,Get's Bet (Organization),true,false,true,true,true,true,Sitelinks,2100,56,0.76,4,63,59,,15,10,5,,https://pariurix.com/agentii/recenzii/gets-bet/special,,https://pariurix.com/casino/recenzii/gets-bet-casino,2024-06-23 18:58:36,2026-06-22 02:23:50
loto italia 20/90 combinatii,RO,Romania,Romanian,"Loto Italia 20/90 (Event), Lotto 20/90 (Event)",true,false,false,true,false,false,,4800,23,0.28,,63,,,,13,New,,,,https://pariurix.com/casino/loto/italia-keno.html,,2026-06-22 11:18:03
bonus casino romania,RO,Romania,English,Romania (Location),false,false,false,true,true,false,,150,74,1.65,0,63,63,,22,1,21,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-20 01:40:39,2026-06-16 19:51:58
loto germania keno,RO,Romania,Romanian,Germania Keno (Event),true,false,false,true,false,false,,700,0,0.90,10,63,53,,12,5,7,,https://pariurix.com/casino/loto/germania-keno.html,,https://pariurix.com/casino/loto/germania-keno.html,2024-06-24 04:49:59,2026-06-06 04:43:36
meciuri din echipa națională de fotbal a franței,RO,Romania,Romanian,French national football team (Organization),false,false,false,true,false,false,"Image pack, Video preview",4000,0,,63,,,,12,,Lost,,https://pariurix.com/campionatul/euro/2024/echipe/franta,,,2024-06-13 03:40:59,
pont pariuri,RO,Romania,Romanian,,false,false,false,true,false,false,,150,63,0.57,28,63,35,,1,1,,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-15 16:41:25,2026-06-16 19:01:59
predictii fotbal azi,RO,Romania,Romanian,,false,false,false,true,false,false,,350,58,0.53,60,63,3,,4,5,-1,,https://pariurix.com/ponturi/fotbal,,https://pariurix.com/ponturi/fotbal,2024-06-27 23:16:46,2026-06-18 23:02:24
gets bet casino,RO,Romania,English,GetsBet Casino (Organization),true,false,false,true,true,false,,2000,62,0.18,330,62,-268,,3,9,-6,,https://pariurix.com/casino/recenzii/gets-bet-casino,,https://pariurix.com/casino/recenzii/gets-bet-casino,2024-06-27 11:57:14,2026-06-24 21:16:24
predicții fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,450,55,0.28,59,62,4,,3,2,1,,https://pariurix.com/ponturi/fotbal,,https://pariurix.com/ponturi/fotbal,2024-06-26 09:13:56,2026-06-21 04:02:54
loto grecia combinații,RO,Romania,Romanian,Grecia Kino (Event),true,false,false,true,false,false,,1600,39,0.41,1,62,61,,22,8,14,,https://pariurix.com/casino/loto/grecia-keno.html,,https://pariurix.com/casino/loto/grecia-keno.html,2024-06-20 15:01:09,2026-06-10 08:01:54
jocuri cazino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,150,77,3.23,4,62,58,,10,1,9,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-24 20:02:44,2026-05-17 22:59:56
betano cod promo,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,true,"Sitelinks, Video preview",400,43,2.11,141,62,-79,,1,2,-1,,https://pariurix.com/agentii/recenzii/betano/promotii,,https://pariurix.com/agentii/recenzii/betano/promotii,2024-06-16 23:40:57,2026-06-10 19:35:12
unibet. ro,RO,Romania,,Unibet Romania (Organization),true,false,true,true,true,false,"Sitelinks, Image pack, Video preview",400,43,,62,,,,2,,Lost,,https://pariurix.com/agentii/recenzii/unibet,,,2024-06-20 23:43:48,
cash pot,RO,Romania,English,,false,false,false,true,true,false,,2000,56,0.64,0,61,61,,42,9,33,,https://pariurix.com/casino/recenzii/cashpot-casino,,https://pariurix.com/casino/recenzii/cashpot-casino,2024-06-23 10:41:59,2026-06-21 02:57:54
casino,RO,Romania,Romanian,,false,false,false,true,true,true,"Top ads, Paid sitelinks, Bottom ads, Video preview",24000,81,2.56,0,61,61,,66,8,58,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-27 07:54:28,2026-06-20 23:16:29
oferta gets bet,RO,Romania,Romanian,GetsBet (Organization),true,false,false,true,true,false,"Sitelinks, Image pack",700,0,0.88,61,,,,5,,Lost,,https://pariurix.com/agentii/recenzii/gets-bet/promotii,,,2024-06-23 08:58:53,
loto keno polonia,RO,Romania,Romanian,Polonia Keno (Event),true,false,false,true,false,false,,700,40,0.46,38,61,23,,8,4,4,,https://pariurix.com/casino/loto/polonia-keno.html,,https://pariurix.com/casino/loto/polonia-keno.html,2024-06-24 05:51:53,2026-06-18 04:04:15
bonusuri cazino,RO,Romania,Romanian,,false,false,false,true,true,false,,150,75,5.54,4,61,57,,8,1,7,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-10 07:49:39,2026-05-22 18:41:43
bonus fara depunere instant,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,73,4.21,1,61,60,,16,1,15,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-20 11:24:29,2026-05-28 09:19:24
coduri bonus casino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,64,0.96,13,61,48,,3,1,2,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-21 05:05:43,2026-06-14 17:37:43
katie boulter,RO,Romania,,Katie Boulter (Person),false,false,false,true,false,false,"Thumbnail, Top stories, Knowledge panel, Videos, People also ask, Image pack, Video preview",2900,24,,60,,,,3,,Lost,Top stories,https://pariurix.com/ponturi/tenis/wta/jelena-ostapenko-katie-boulter-302611.html,,,2024-06-27 23:30:43,
cod bonus winbet,RO,Romania,Romanian,Winbet (Organization),true,false,false,true,true,false,,400,57,1.61,34,60,26,,6,2,4,,https://pariurix.com/agentii/recenzii/winbet/promotii,,https://pariurix.com/agentii/recenzii/winbet/promotii,2024-06-24 22:47:18,2026-06-19 00:22:44
online casino top,RO,Romania,English,,false,false,false,true,true,false,,150,67,6.39,8,60,51,,2,1,1,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-26 08:35:25,2026-05-18 21:07:40
best online casinos,RO,Romania,English,,false,false,false,true,true,false,"People also ask, Video preview",150,83,4.40,0,59,59,,44,1,43,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-21 13:38:40,2026-05-23 05:06:57
păcănele fără depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,150,71,4.53,1,59,58,,16,1,15,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-23 09:30:04,2026-06-19 23:45:45
casino nou,RO,Romania,Romanian,,false,false,false,true,true,true,,2400,80,1.06,6,58,53,,13,10,3,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-27 05:11:17,2026-06-16 03:50:32
ponturi premier league,RO,Romania,Romanian,Premier League (Event),true,false,false,true,false,false,Sitelinks,150,0,,23,58,35,,2,1,1,,https://pariurix.com/ponturi/fotbal/anglia,,https://pariurix.com/ponturi/fotbal/anglia,2024-06-19 23:22:31,2026-06-04 07:39:40
germania keno,RO,Romania,Romanian,Germania Keno (Event),true,false,false,true,false,false,,3900,19,0.19,94,58,-36,,8,9,-1,,https://pariurix.com/casino/loto/germania-keno.html,,https://pariurix.com/casino/loto/germania-keno.html,2024-06-27 13:57:30,2026-06-17 07:33:56
polonia keno rezultate,RO,Romania,Romanian,Polonia Keno (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, Video preview",800,33,,1,58,57,,22,6,16,,https://pariurix.com/casino/loto/polonia-keno.html,,https://pariurix.com/casino/loto/polonia-keno.html,2024-06-26 02:41:50,2026-06-03 01:41:53
pacanele rotiri gratuite,RO,Romania,Romanian,,false,false,false,true,true,true,,1000,74,1.98,,58,,,,6,New,,,,https://pariurix.com/casino/bonus-fara-depunere,,2026-06-21 21:04:04
robot pariuri sportive,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,150,0,0.53,58,,,,1,,Lost,,https://pariurix.com/discutii/am-cumparat-un-betting-bot-7540.html,,,2024-06-23 15:02:40,
cazino online nou,RO,Romania,Romanian,,false,false,false,true,true,false,,800,80,2.21,3,58,55,,7,5,2,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-08 12:11:29,2026-05-27 11:19:31
500 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,2300,50,2.20,0,58,58,,41,10,31,,https://pariurix.com/promotii/oferte-casino/rotiri-gratuite-fara-depunere-roata-rundelor-gratis.html,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-26 10:17:54,2026-06-15 06:35:40
freebet fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,55,2.27,83,58,-25,,1,1,,,https://pariurix.com/resurse/bonusuri/bonus-fara-depozit-la-pariuri-online.html,,https://pariurix.com/agentii/bonus-pariuri-fara-depunere,2024-06-10 06:18:35,2026-06-05 14:04:20
get bet online,RO,Romania,English,,false,false,true,false,true,true,Sitelinks,400,25,0.26,5,58,52,,12,2,10,,https://pariurix.com/casino/recenzii/gets-bet-casino,,https://pariurix.com/casino/recenzii/gets-bet-casino,2024-06-27 14:32:28,2026-06-10 23:47:42
gets bet fotbal,RO,Romania,Romanian,Get's Bet (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",3700,0,0.91,58,,,,12,,Lost,,https://pariurix.com/agentii/recenzii/gets-bet,,,2024-06-27 05:23:55,
loto italia combinatii,RO,Romania,Romanian,Loto Italia (Event),true,false,false,true,false,false,,1900,17,0.17,9,58,48,,14,9,5,,https://pariurix.com/discutii/strategie-loto-italia-wfl-10-20-53348.html,,https://pariurix.com/casino/loto/italia-keno.html,2024-06-25 15:26:39,2026-06-21 12:38:13
top cazinouri online romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,Video preview,1000,68,1.71,,57,,,,6,New,,,,https://pariurix.com/casino,,2026-06-17 11:08:10
maxbet bonus fara depunere,RO,Romania,Romanian,Maxbet (Organization),true,false,false,true,true,false,Sitelinks,1200,58,1.75,72,57,-15,,2,7,-5,,https://pariurix.com/agentii/recenzii/maxbet/promotii,,https://pariurix.com/agentii/recenzii/maxbet/promotii,2024-06-27 13:00:56,2026-06-06 05:39:41
pariuri sportive total bet,RO,Romania,Romanian,Total Bet (Organization),true,false,true,true,true,true,Sitelinks,400,58,0.67,43,57,14,,4,3,1,,https://pariurix.com/ponturi/fotbal/portugalia-irlanda-302352.html,,https://pariurix.com/agentii/stradale/verificare-bilet-total-bet.html,2024-06-10 21:29:24,2026-06-13 02:38:43
ponturi pariuri azi fotbal,RO,Romania,Romanian,,false,false,false,true,false,false,,300,56,0.32,11,57,46,,5,3,2,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-13 22:04:00,2026-06-20 15:12:30
bet builder,RO,Romania,English,Bet Builder (Product),true,false,false,true,false,false,"Video preview, Top stories, Thumbnail, Image pack",400,1,2.11,57,,,,4,,Lost,,https://pariurix.com/resurse/tipuri-pariuri/ce-este-bet-builder-creare-pariu-si-ce-agentii-il-ofera.html,,,2024-06-25 00:34:14,
sloturi online,RO,Romania,Romanian,,false,false,false,true,true,false,Video preview,900,81,5.07,8,57,49,,15,8,7,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-25 03:21:09,2026-06-25 23:52:04
ponturi pariuri champions league,RO,Romania,Romanian,UEFA Champions League (Event),true,false,false,true,true,false,,150,8,,63,57,-6,,1,1,,,https://pariurix.com/ponturi/fotbal/liga-campionilor,,https://pariurix.com/ponturi/fotbal/liga-campionilor,2024-06-25 07:42:44,2026-06-08 02:27:11
cazinouri cu rotiri gratuite,RO,Romania,Romanian,,false,false,false,true,true,false,"Top ads, Paid sitelinks",400,73,2.07,0,57,57,,38,2,36,,https://pariurix.com/casino/sloturi/free-spins.html,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-19 11:57:36,2026-06-10 04:59:42
total bet.ro pariuri sportive,RO,Romania,Romanian,TotalBet (Organization),true,false,true,true,true,false,Sitelinks,400,41,0.84,0,56,56,,25,2,23,,https://pariurix.com/agentii/stradale/recenzie-total-bet.html,,https://pariurix.com/agentii/stradale/verificare-bilet-total-bet.html,2024-05-25 00:49:47,2026-05-23 20:25:21
case de pariuri romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,Sitelinks,350,74,5.41,45,56,12,,2,2,,,https://pariurix.com/agentii,,https://pariurix.com/agentii,2024-06-08 13:06:11,2026-05-29 09:10:23
winners casino,RO,Romania,English,Winners Casino (Organization),true,false,false,true,true,false,,500,66,,32,56,24,,4,3,1,,https://pariurix.com/casino/recenzii/winner,,https://pariurix.com/casino/recenzii/winner,2024-05-30 13:06:18,2026-06-02 15:53:55
oferte cazinouri,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,75,4.30,4,56,52,,9,1,8,,https://pariurix.com/casino,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-16 02:24:19,2026-05-21 04:28:16
60 rotiri gratuite fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,1500,0,1.24,20,56,37,,7,8,-1,,https://pariurix.com/promotii/pana-la-300-freespins-fara-depunere-sau-60-ron-speciala-la-alegere-in-million-casino.html,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-15 15:10:56,2026-06-09 22:40:06
ponturi pariuri fotbal azi,RO,Romania,Romanian,,false,false,false,true,true,false,,150,58,0.40,19,56,38,,8,3,5,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-10 11:55:23,2026-06-02 12:34:00
cod gets bet,RO,Romania,English,GetsBet (Organization),true,false,false,true,true,false,"Image pack, Video preview",150,0,0.74,56,,,,1,,Lost,,https://pariurix.com/agentii/recenzii/gets-bet/promotii,,,2024-06-24 15:44:22,
bonus fara depunere cazino,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,74,5.82,5,56,51,,9,1,8,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-16 02:43:16,2026-05-19 18:32:38
get's bet casino,RO,Romania,English,Get's Bet (Organization),true,false,true,true,true,true,Sitelinks,500,58,0.18,49,56,7,,4,3,1,,https://pariurix.com/casino/recenzii/gets-bet-casino,,https://pariurix.com/casino/recenzii/gets-bet-casino,2024-06-04 20:47:23,2026-06-20 10:50:49
online casinos romania,RO,Romania,English,Romania (Location),false,true,false,true,true,true,,400,79,2.89,34,55,21,,1,2,-1,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-18 02:01:04,2026-06-16 16:38:52
loto polonia keno 20 din 80,RO,Romania,Romanian,Loto Polonia Keno 20/80 (Event),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, Image pack",700,54,0.25,2,55,53,,22,6,16,,https://pariurix.com/casino/loto/polonia-keno.html,,https://pariurix.com/casino/loto/polonia-keno.html,2024-06-26 16:44:08,2026-06-08 10:42:18
promotii cazino,RO,Romania,Romanian,,false,false,false,true,true,false,,150,68,2.09,5,55,51,,8,1,7,,https://pariurix.com/promotii/oferte-casino,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-20 05:50:23,2026-05-27 03:40:26
casino noi romania,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,,600,77,0.97,9,55,46,,8,4,4,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-17 03:19:09,2026-06-10 13:17:14
pontul nostru,RO,Romania,Romanian,Pontul Nostru (Organization),true,true,false,true,false,false,"Sitelinks, Video preview",1800,23,1.47,2,55,53,,25,9,16,,https://pariurix.com/ponturi/pontul-zilei,,https://pariurix.com/ponturi/pontul-zilei,2024-06-23 17:51:18,2026-06-20 03:18:56
casino las vegas,RO,Romania,English,Las Vegas (Location),false,true,false,true,false,false,"Sitelinks, Thumbnail, Videos, Image pack, Bottom ads, Paid sitelinks",700,64,1.60,55,,,,3,,Lost,,https://pariurix.com/casino/recenzii/las-vegas-casino,,,2024-06-25 16:24:33,
bonus fara depunere 2022,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,72,2.77,15,55,40,,4,1,3,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-22 08:18:12,2026-05-20 19:59:49
cea mai buna casa de pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,Top ads,150,67,7.55,55,55,0,,1,1,,,https://pariurix.com/agentii,,https://pariurix.com/agentii,2024-06-09 05:28:12,2026-05-26 00:49:48
strategie loto polonia 3 numere,RO,Romania,Romanian,Loto Polonia (Event),true,false,false,true,false,false,,800,28,0.50,914,55,-859,,1,3,-2,,https://pariurix.com/casino/loto/polonia-multi-20-80.html,,https://pariurix.com/casino/loto/polonia-multi-20-80.html,2024-06-24 20:27:19,2026-06-05 20:45:20
mozzartbet ro,RO,Romania,Romanian,Mozzart Bet (Organization),true,false,true,true,true,false,"Sitelinks, Image pack, Video preview, Bottom ads, Paid sitelinks",500,1,0.59,55,,,,4,,Lost,,https://pariurix.com/agentii/recenzii/mozzartbet/promotii,,,2024-06-06 20:11:53,
polonia keno 20/70 rezultate,RO,Romania,Romanian,"Polonia Keno 20/70 (Event), 20/70 (Event)",true,false,false,true,false,false,AI Overview,600,17,,0,54,54,,24,5,19,,https://pariurix.com/casino/loto/polonia-keno.html,,https://pariurix.com/casino/loto/polonia-keno.html,2024-06-24 00:47:32,2026-06-12 18:01:29
ponturi bune.ro,RO,Romania,Romanian,,false,false,false,true,false,false,,150,62,1.18,1,54,53,,5,1,4,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-19 02:25:08,2026-06-16 12:53:49
casapariurilor casino,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,false,"Sitelinks, Bottom ads, Paid sitelinks",700,0,,35,54,19,,5,5,,,https://pariurix.com/casino/recenzii/casa-pariurilor-casino,,https://pariurix.com/Cazino,2024-06-08 13:46:06,2026-06-11 07:10:50
rotiri gratuite la inregistrare fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,350,72,3.87,,54,,,,2,New,,,,https://pariurix.com/casino/bonus-fara-depunere,,2026-06-20 16:58:20
toate cazinourile online din romania,RO,Romania,Romanian,Romania (Location),false,true,false,true,true,false,Sitelinks,350,76,1.27,49,54,4,,1,2,-1,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-21 09:17:28,2026-06-05 06:52:56
ponturi pariuri europa league,RO,Romania,Romanian,Europa League (Event),true,false,false,true,true,false,,150,1,0.41,53,53,0,,1,1,,,https://pariurix.com/ponturi/fotbal/liga-europa,,https://pariurix.com/ponturi/fotbal/liga-europa,2024-06-12 21:22:25,2026-06-15 00:22:30
coduri bonus netbet,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,true,,150,47,1.76,53,53,0,,1,1,,,https://pariurix.com/agentii/recenzii/netbet/promotii,,https://pariurix.com/agentii/recenzii/netbet/promotii,2024-06-09 14:11:05,2026-05-22 09:37:52
paula badosa,RO,Romania,,Paula Badosa (Person),false,false,false,true,false,false,"Thumbnail, Knowledge panel, Videos, Top stories, Image pack, Video preview",6700,27,,53,,,,12,,Lost,Top stories,https://pariurix.com/ponturi/tenis/wta/jule-niemeier-paula-badosa-302588.html,,,2024-06-27 11:37:48,
casinos,RO,Romania,English,,false,false,false,true,true,true,"Thumbnail, Image pack, Bottom ads, Paid sitelinks",350,49,2.56,53,,,,2,,Lost,,https://pariurix.com/casino,,,2024-06-25 08:32:45,
fcsb cine transmite,RO,Romania,Romanian,FCSB (Organization),true,false,false,true,false,false,"Image pack, Video preview",200,0,0.19,53,,,,2,,Lost,,https://pariurix.com/editorial/stiri-sportive/fcsb-rapid-2200-la-tv-cine-transmite-meciul.html,,,2024-06-24 12:47:48,
casa pariurilor oferta,RO,Romania,Romanian,Casa Pariurilor (Organization),true,false,false,true,true,false,Sitelinks,600,22,1.19,6,53,47,,3,2,1,,https://pariurix.com/agentii/recenzii/casa-pariurilor,,https://pariurix.com/agentii/recenzii/casa-pariurilor/promotii,2024-06-25 05:02:46,2026-06-05 12:43:55
rotiri gratuite fara depunere la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,350,74,3.22,0,53,53,,42,2,40,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-23 05:19:42,2026-06-09 15:00:21
ponturi pariuri fotbal,RO,Romania,Romanian,,false,false,false,true,true,false,,300,54,0.37,81,53,-28,,1,4,-3,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-09 23:05:52,2026-05-18 15:34:48
rotiri gratuite fara depunere casino,RO,Romania,Romanian,,false,false,false,true,true,false,,150,74,2.81,0,53,53,,21,1,20,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-18 13:12:56,2026-06-09 02:35:11
pariuri tenis sigure,RO,Romania,Romanian,,false,false,false,true,true,false,,150,4,0.36,54,53,-1,,1,1,,,https://pariurix.com/ponturi/tenis,,https://pariurix.com/ponturi/tenis,2024-06-11 13:11:00,2026-06-14 15:00:08
site uri casino bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,75,3.64,4,53,49,,10,1,9,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-15 13:27:45,2026-05-23 11:09:27
hotspins casino,RO,Romania,English,Hot Spins (Organization),true,false,false,true,true,false,Sitelinks,350,55,0.37,,52,,,,2,New,,,,https://pariurix.com/casino/recenzii/hot-spins-casino,,2026-06-16 19:46:00
bonus pariuri online,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,67,9.57,22,52,30,,1,1,,,https://pariurix.com/agentii/top-bonus,,https://pariurix.com/agentii/top-bonus,2024-06-22 16:53:07,2026-06-14 23:41:24
case de pariuri cu bonus la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,150,60,6.62,55,52,-3,,1,1,,,https://pariurix.com/agentii/top-bonus,,https://pariurix.com/agentii/top-bonus,2024-06-15 20:01:51,2026-06-04 05:15:13
cod promo las vegas rotiri gratuite,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,true,false,"Featured snippet, Image pack, Video preview",350,0,1.43,52,,,,2,,Lost,,https://pariurix.com/agentii/recenzii/las-vegas/promotii,,,2024-06-19 04:09:56,
pacanele gratis online,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,1800,77,0.60,0,52,52,,53,12,41,,https://pariurix.com/pacanele,,https://pariurix.com/pacanele,2024-06-25 21:24:09,2026-06-05 05:19:50
total bet pariuri sportive fotbal,RO,Romania,Romanian,TotalBet (Organization),true,false,true,true,true,true,"Sitelinks, Video preview",450,46,0.57,1,52,51,,14,3,11,,https://pariurix.com/agentii/stradale/recenzie-total-bet.html,,https://pariurix.com/agentii/stradale/verificare-bilet-total-bet.html,2024-06-19 09:03:10,2026-05-17 09:00:53
stanleybet casino,RO,Romania,English,Stanleybet (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",900,2,0.32,52,,,,6,,Lost,,https://pariurix.com/casino/recenzii/stanleybet-casino,,,2024-06-11 14:36:54,
millions casino,RO,Romania,English,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,350,55,1.13,15,52,37,,8,2,6,,https://pariurix.com/casino/recenzii/million-casino,,https://pariurix.com/casino/recenzii/million-casino,2024-06-11 11:57:40,2026-06-05 17:11:57
bet 7,RO,Romania,,,false,false,false,false,false,false,Sitelinks,450,62,0.68,,52,,,,3,New,,,,https://pariurix.com/agentii/recenzii/bet7/promotii,,2026-06-20 18:17:05
cazino furtuna,RO,Romania,Romanian,Fortuna Casino (Organization),true,false,false,true,true,false,"Sitelinks, Knowledge panel",600,63,1.92,36,52,16,,3,4,-1,,https://pariurix.com/casino/recenzii/fortuna-casino,,https://pariurix.com/casino/recenzii/fortuna-casino,2024-06-09 00:27:44,2026-06-14 01:29:18
case de pariuri bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,100,59,2.41,52,52,0,,1,1,,,https://pariurix.com/resurse/bonusuri/bonus-fara-depozit-la-pariuri-online.html,,https://pariurix.com/agentii/bonus-pariuri-fara-depunere,2024-06-23 09:57:14,2026-06-09 12:12:34
sexi braileanca,RO,Romania,Romanian,Braileanca (Person),false,false,false,true,false,false,,300,0,,52,,,,4,,Lost,,https://pariurix.com/discutii/cel-mai-tare-clip-cu-sexy-braileanca-2453.html,,,2024-06-22 10:28:25,
easy money pariuri,RO,Romania,Romanian,Easy Money (Event),false,false,false,true,false,false,"Sitelinks, Video preview",80,0,1.25,63,52,-11,,1,1,,Featured snippet,https://pariurix.com/agentii/strategii/sistemul-easy-money.html,,https://pariurix.com/agentii/strategii/sistemul-easy-money.html,2024-06-12 08:33:06,2026-05-23 20:50:40
casino online rotiri fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,71,5.12,1,52,51,,15,1,14,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-19 00:04:42,2026-06-15 21:52:23
ponturi pariuri sportive fotbal azi,RO,Romania,Romanian,,false,false,false,true,true,false,,100,58,0.45,20,51,31,,7,3,4,,https://pariurix.com/ponturi,,https://pariurix.com/ponturi,2024-06-13 02:30:11,2026-06-21 21:03:48
rotiri gratis fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,350,72,2.60,0,51,51,,36,2,34,,https://pariurix.com/casino/bonus-fara-depunere,,https://pariurix.com/casino/bonus-fara-depunere,2024-06-26 08:46:18,2026-05-20 22:06:05
wfl 10/20,RO,Romania,Romanian,Win for Life 10/20 (Event),true,false,false,true,false,false,"AI Overview, Thumbnail",800,0,0.49,189,51,-138,,4,7,-3,,https://pariurix.com/discutii/strategie-loto-italia-wfl-10-20-53348.html,,https://pariurix.com/discutii/strategie-loto-italia-wfl-10-20-53348.html,2024-06-22 08:14:25,2026-06-06 00:11:54
casino nou online,RO,Romania,Romanian,,false,false,false,true,true,false,,1100,80,1.02,6,51,45,,8,7,1,,https://pariurix.com/casino,,https://pariurix.com/casino,2024-06-20 22:58:59,2026-06-16 13:15:09
cod bonus netbet,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,true,,400,56,1.30,106,51,-55,,1,3,-2,,https://pariurix.com/agentii/recenzii/netbet/promotii,,https://pariurix.com/agentii/recenzii/netbet/promotii,2024-06-26 12:16:34,2026-06-19 00:30:38
