Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
cod bonus vlad cazino,RO,Romania,Romanian,Vlad Cazino (Organization),true,false,false,true,true,true,,200,53,0.79,3,28,25,,11,2,9,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/cod-bonus/,2024-06-11 12:18:46,2026-05-17 12:00:42
cum se joaca kems,RO,Romania,Romanian,Kems (Event),false,false,false,true,false,false,"Video preview, Sitelinks",80,0,,11,28,16,,2,1,1,,https://jucatorul.ro/blog/kems/,,https://jucatorul.ro/blog/kems/,2024-06-17 21:01:30,2026-06-09 11:35:40
poker 5 carti,RO,Romania,Romanian,,false,false,false,true,false,false,,150,55,0.49,,27,,,,2,New,,,,https://jucatorul.ro/blog/poker-cu-5-carti/,,2026-05-23 09:00:01
mr bit bonus,RO,Romania,English,MrBit (Organization),true,false,false,true,true,false,,250,55,1.75,10,27,18,,6,3,3,,https://jucatorul.ro/cazino/recenzii/mrbit/bonus-fara-depunere/,,https://jucatorul.ro/cazino/recenzii/mrbit/bonus-fara-depunere/,2024-06-13 01:55:18,2026-06-21 04:02:39
bonus aniversar superbet,RO,Romania,Romanian,"Superbet (Organization), Aniversar Bonus (Event)",true,false,false,true,true,false,"Image pack, Video preview",350,0,0.72,27,,,,5,,Lost,,https://jucatorul.ro/cazino/recenzii/superbet/bonus-de-ziua-ta/,,,2024-06-11 05:27:49,
casino fără depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,450,74,1.96,0,27,27,,24,6,18,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-23 19:44:42,2026-06-11 08:46:34
ruleta numere,RO,Romania,Romanian,,false,false,false,true,false,false,"Image pack, Video preview",100,0,0.47,27,,,,1,,Lost,Image pack,https://jucatorul.ro/jocuri/ruleta/cate-numere-are-ruleta/,,,2024-06-16 03:19:35,
magic jackpot casino,RO,Romania,English,Magic Jackpot Casino (Organization),true,false,true,true,true,true,Sitelinks,450,56,1.83,0,27,26,,28,6,22,,https://jucatorul.ro/cazino/recenzii/magicjackpot/,,https://jucatorul.ro/cazino/recenzii/magicjackpot/,2024-06-27 23:07:29,2026-06-13 03:46:05
mr bit cod promotional,RO,Romania,English,MrBit (Organization),true,false,false,true,true,false,Video preview,200,42,0.60,4,27,23,,11,2,9,,https://jucatorul.ro/cazino/recenzii/mrbit/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/mrbit/cod-bonus/,2024-06-22 04:44:28,2026-05-20 18:59:54
rotiri gratuite la verificare,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,700,73,2.78,,27,,,,8,New,,,,https://jucatorul.ro/bonusuri/la-validarea-contului/,,2026-06-17 21:03:11
jocuri ca la aparate gratis,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,500,68,0.53,,26,,,,7,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-14 02:05:29
cod promo las vegas,RO,Romania,Romanian,Las Vegas (Location),false,true,false,true,true,false,"Sitelinks, Video preview",200,51,1.50,134,26,-108,,6,3,3,,https://jucatorul.ro/cazino/recenzii/las-vegas/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/las-vegas/cod-bonus/,2024-06-22 09:10:51,2026-05-28 08:14:54
cod bonus netbet,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,true,,400,56,1.30,9,26,17,,9,6,3,,https://jucatorul.ro/cazino/recenzii/netbet-casino/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/netbet-casino/cod-bonus/,2024-06-26 12:16:34,2026-06-19 00:30:38
inregistrare betano,RO,Romania,Romanian,Betano (Organization),true,false,true,true,true,true,,300,47,2.09,187,26,-161,,2,4,-2,,https://jucatorul.ro/cazino/recenzii/betano-casino/inregistrare/,,https://jucatorul.ro/cazino/recenzii/betano-casino/inregistrare/,2024-06-27 20:18:14,2026-06-18 19:10:31
pacanele bonus fara depunere,RO,Romania,Romanian,Pacanele (Product),false,false,false,true,true,false,,450,70,1.88,1,26,25,,17,6,11,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-13 00:16:07,2026-06-12 20:53:48
las vegas casino bonus,RO,Romania,English,Las Vegas (Location),false,true,false,true,true,false,"Image pack, Video preview",400,0,1.99,26,,,,7,,Lost,,https://jucatorul.ro/cazino/recenzii/las-vegas/bonus-fara-depunere/,,,2024-06-09 12:39:04,
jocuri gratis pacanele,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,900,74,0.57,,26,,,,10,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-21 21:04:45
cod bonus superbet fara depunere,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,true,false,Sitelinks,800,63,3.08,0,26,25,,30,9,21,,https://jucatorul.ro/cazino/recenzii/superbet/bonus/,,https://jucatorul.ro/cazino/recenzii/superbet/cod-bonus/,2024-06-13 05:16:54,2026-06-18 03:01:40
aparate online gratis,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,450,77,0.78,,26,,,,8,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-16 03:32:07
casino online romania bonus fara depunere,RO,Romania,Romanian,Romania (Location),false,false,false,true,true,false,Sitelinks,700,76,2.04,0,26,26,,62,8,54,,https://jucatorul.ro/cazino/fara-verificare-cont/,,https://jucatorul.ro/bonusuri/fara-depunere/,2024-06-27 22:05:06,2026-06-13 15:03:45
publicwin bonus,RO,Romania,English,PublicWin (Organization),true,false,false,true,true,false,,150,57,1.15,10,26,15,,7,2,5,,https://jucatorul.ro/cazino/recenzii/publicwin-casino/bonus-fara-depunere/,,https://jucatorul.ro/cazino/recenzii/publicwin-casino/bonus-fara-depunere/,2024-06-06 10:08:10,2026-06-02 06:12:52
pacanele gratis cu speciale,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,600,70,0.49,0,25,25,,40,9,31,,https://jucatorul.ro/jocuri/pacanele/recenzii/sweet-bonanza/,,https://jucatorul.ro/jocuri/pacanele/teme/cu-speciale/,2024-06-08 03:28:56,2026-06-21 23:00:20
luck casino cod bonus,RO,Romania,English,Luck Casino (Organization),true,false,false,true,true,false,,200,60,1.81,0,25,25,,16,3,13,,https://jucatorul.ro/cazino/recenzii/luck-casino/bonus-bun-venit/,,https://jucatorul.ro/cazino/recenzii/luck-casino/cod-bonus/,2024-06-10 20:33:15,2026-06-10 19:57:43
jocuri pacanele gratis dice,RO,Romania,Romanian,,false,false,false,true,false,false,,400,61,0.41,9,25,16,,11,6,5,,https://jucatorul.ro/jocuri/pacanele/recenzii/dice-and-roll/,,https://jucatorul.ro/jocuri/pacanele/recenzii/dice-and-roll/,2024-06-27 06:02:26,2026-05-26 06:18:58
efbet casino,RO,Romania,English,Efbet (Organization),true,false,true,true,true,true,"Sitelinks, Local pack, Video preview",800,0,1.32,25,,,,10,,Lost,,https://jucatorul.ro/cazino/recenzii/efbet-casino/bonus-de-bun-venit/,,,2024-06-25 10:47:31,
superclub superbet,RO,Romania,Romanian,"Superbet (Organization), SuperClub (Event)",true,false,false,true,false,false,Video preview,2500,47,2.65,,25,,,,14,New,,,,https://jucatorul.ro/cazino/recenzii/superbet/club/,,2026-06-21 07:43:25
superbet numar de telefon,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Local pack,200,56,0.83,0,25,25,,28,4,24,,https://jucatorul.ro/cazino/recenzii/superbet/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,2024-06-18 05:02:38,2026-06-20 18:47:01
retragere netbet,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,false,false,,150,0,0.64,62,25,-37,,1,2,-1,Featured snippet,https://jucatorul.ro/cazino/recenzii/netbet-casino/retragere/,,https://jucatorul.ro/cazino/recenzii/netbet-casino/retragere/,2024-06-12 08:56:39,2026-05-20 14:11:02
superbet club,RO,Romania,Romanian,Superbet Club (Organization),true,false,false,true,true,false,Video preview,45000,52,0.56,,25,,,,27,New,,,,https://jucatorul.ro/cazino/recenzii/superbet/club/,,2026-06-18 03:03:18
pacanele clasice,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,200,67,0.69,,25,,,,3,New,,,,https://jucatorul.ro/jocuri/pacanele/teme/clasice/,,2026-06-18 16:17:42
bonus la validarea contului,RO,Romania,Romanian,,false,false,false,true,true,false,Top ads,200,70,2.46,41,25,-16,,1,3,-2,,https://jucatorul.ro/bonusuri/la-validarea-contului/,,https://jucatorul.ro/bonusuri/la-validarea-contului/,2024-06-25 01:51:56,2026-05-21 15:40:43
jocuri slot gratis,RO,Romania,Romanian,,false,false,false,false,false,false,Sitelinks,450,74,0.58,,25,,,,7,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-06-27 04:23:23
superbet suport,RO,Romania,Romanian,Superbet (Organization),true,false,true,true,false,false,Video preview,600,54,,0,25,25,,44,8,36,,https://jucatorul.ro/cazino/recenzii/superbet/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,2024-06-25 19:04:04,2026-06-20 05:49:54
player cod bonus,RO,Romania,English,Player (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks",250,48,0.84,0,25,24,,19,4,15,,https://jucatorul.ro/cazino/recenzii/player-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/player-casino/cod-bonus/,2024-06-12 03:10:00,2026-05-24 04:37:25
cazinouri bonus fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,600,67,2.40,0,25,24,,23,8,15,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-17 23:53:41,2026-06-20 03:15:52
coduri bonus casino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,150,64,0.96,5,24,19,,7,2,5,,https://jucatorul.ro/bonusuri/coduri/,,https://jucatorul.ro/bonusuri/coduri/,2024-06-21 05:05:43,2026-06-14 17:37:43
bonus aniversar betano,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,,200,52,1.40,40,24,-16,,1,3,-2,,https://jucatorul.ro/cazino/recenzii/betano-casino/bonus-de-ziua-ta/,,https://jucatorul.ro/cazino/recenzii/betano-casino/bonus-de-ziua-ta/,2024-06-19 19:07:58,2026-06-15 07:20:17
magnum casino bonus fara depunere,RO,Romania,Romanian,Magnum Casino (Organization),true,false,false,true,true,false,Sitelinks,150,52,0.88,60,24,-36,,1,2,-1,Featured snippet,https://jucatorul.ro/cazino/recenzii/magnumbet-casino/bonus-fara-depunere/,,https://jucatorul.ro/cazino/recenzii/magnumbet-casino/bonus-fara-depunere/,2024-06-26 00:35:36,2026-06-21 16:15:58
favbet rotiri gratuite,RO,Romania,Romanian,Favbet (Organization),true,false,false,true,true,false,,400,55,1.04,15,24,9,,8,6,2,,https://jucatorul.ro/cazino/recenzii/favbet-casino/rotiri-gratuite/,,https://jucatorul.ro/cazino/recenzii/favbet-casino/cod-bonus/,2024-06-08 07:16:21,2026-06-05 08:10:51
cashpot bonus fara depunere,RO,Romania,Romanian,CashPot (Organization),true,false,false,true,true,false,,400,59,0.73,13,24,11,,13,6,7,,https://jucatorul.ro/cazino/recenzii/cashpot-casino/bonus-fara-depunere/,,https://jucatorul.ro/cazino/recenzii/cashpot-casino/bonus-fara-depunere/,2024-06-24 16:02:55,2026-06-06 11:03:46
vlad cazino contact,RO,Romania,Romanian,Vlad Cazino (Organization),true,false,false,true,false,false,"Featured snippet, Sitelinks",150,59,1.52,39,24,-15,,1,2,-1,Featured snippet,https://jucatorul.ro/cazino/recenzii/vlad-cazino/contact/,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/contact/,2024-06-11 11:57:18,2026-06-19 04:06:05
supreme hot demo,RO,Romania,English,Supreme Hot (Product),true,false,false,true,false,false,,500,53,0.79,5,24,19,,13,7,6,,https://jucatorul.ro/jocuri/pacanele/recenzii/supreme-hot/,,https://jucatorul.ro/jocuri/pacanele/recenzii/supreme-hot/,2024-06-17 08:52:18,2026-06-15 20:25:17
casino online top,RO,Romania,English,,false,false,false,true,true,false,Video preview,400,62,3.68,0,24,24,,34,6,28,,https://jucatorul.ro/cazino/,,https://jucatorul.ro/cazino/,2024-06-26 00:48:58,2026-06-06 07:36:58
pacanele demo shining crown,RO,Romania,Romanian,Shining Crown (Product),true,false,false,true,false,false,,250,51,0.70,4,24,20,,11,4,7,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,2024-06-23 12:38:04,2026-06-16 08:43:22
free bet fara depunere,RO,Romania,Romanian,,false,false,false,true,true,true,Sitelinks,300,45,2.27,,23,,,,5,New,,,,https://jucatorul.ro/pariuri/gratuite/,,2026-05-19 17:32:08
million casino rotiri gratuite fara depunere,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,300,53,1.16,2,23,21,,15,5,10,,https://jucatorul.ro/cazino/recenzii/million-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/million-casino/bonus-fara-depunere/,2024-06-21 22:40:35,2026-06-17 23:54:31
bonusuri casino fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,600,70,2.55,1,23,22,,17,8,9,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-18 18:10:49,2026-06-21 05:44:15
casino toppay,RO,Romania,English,TopPay (Product),true,false,false,true,true,false,,200,0,,23,23,0,,3,3,,,https://jucatorul.ro/cazino/metode-de-plata/toppay/,,https://jucatorul.ro/cazino/metode-de-plata/toppay/,2024-06-11 16:53:15,2026-06-18 04:25:10
maxbet contact,RO,Romania,English,MaxBet (Organization),true,false,false,true,false,false,,250,30,1.69,,23,,,,3,New,,,,https://jucatorul.ro/cazino/recenzii/maxbet-casino/contact/,,2026-05-15 09:45:25
mozzart bet bonus,RO,Romania,English,Mozzart Bet (Organization),true,false,false,true,true,false,Sitelinks,200,35,1.94,0,23,23,,28,3,25,,https://jucatorul.ro/cazino/recenzii/mozzart-casino/bonus/,,https://jucatorul.ro/cazino/recenzii/mozzart-casino/cod-bonus/,2024-06-21 05:51:13,2026-05-20 18:38:08
cod bonus game world,RO,Romania,English,Game World Casino (Organization),true,false,false,true,true,false,,150,48,0.76,,23,,,,2,New,,,,https://jucatorul.ro/cazino/recenzii/game-world/cod-bonus/,,2026-05-19 06:41:58
cod promo favbet,RO,Romania,Romanian,Favbet (Organization),true,false,false,true,true,true,Video preview,250,50,2.59,20,23,2,,5,4,1,,https://jucatorul.ro/cazino/recenzii/favbet-casino/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/favbet-casino/cod-bonus/,2024-06-21 10:34:22,2026-06-10 14:47:51
mr bet bonus fara depunere,RO,Romania,Romanian,Mr Bet (Organization),true,false,false,true,true,false,Featured snippet,200,59,4.18,5,23,18,,10,3,7,,https://jucatorul.ro/cazino/recenzii/mrbit/bonus-fara-depunere/,,https://jucatorul.ro/cazino/recenzii/mrbit/bonus-fara-depunere/,2024-06-13 10:27:14,2026-06-27 05:00:08
player casino bonus,RO,Romania,English,Player Casino (Organization),true,false,false,true,true,false,Sitelinks,250,40,1.86,1,23,21,,16,4,12,,https://jucatorul.ro/cazino/recenzii/player-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/player-casino/cod-bonus/,2024-06-10 06:04:32,2026-05-23 16:07:30
bonus cu depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,250,53,5.94,0,23,23,,52,4,48,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/de-bun-venit/,2024-06-17 10:40:49,2026-05-19 07:30:32
player bonus fara depunere,RO,Romania,Romanian,Player Bonus (Event),true,false,false,true,true,false,Sitelinks,350,59,1.72,,23,,,,6,New,,,,https://jucatorul.ro/cazino/recenzii/player-casino/bonus-fara-depunere/,,2026-06-24 12:03:07
pariu gratuit fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,Bottom ads,450,47,3.68,,22,,,,7,New,,,,https://jucatorul.ro/pariuri/gratuite/,,2026-06-10 15:12:08
shining crown demo,RO,Romania,English,Shining Crown (Product),true,false,false,true,false,false,,3500,62,0.54,13,22,9,,22,16,6,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,2024-06-27 10:17:22,2026-06-20 09:58:21
dog house demo,RO,Romania,English,The Dog House (Work),true,false,false,false,false,false,"Image pack, Video preview",700,3,0.34,22,,,,9,,Lost,,https://jucatorul.ro/jocuri/pacanele/recenzii/the-dog-house/,,,2024-06-25 17:27:27,
netbet 200 rotiri,RO,Romania,Romanian,NetBet (Organization),true,false,false,true,true,false,,150,43,2.79,,22,,,,2,New,,,,https://jucatorul.ro/cazino/recenzii/netbet-casino/200-rotiri-gratuite/,,2026-05-28 08:09:05
aparate gratis demo,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,450,76,0.41,0,22,22,,59,7,52,,https://jucatorul.ro/jocuri/poker-ca-la-aparate/joker-poker/,,https://jucatorul.ro/jocuri/pacanele/recenzii/,2024-06-10 05:18:35,2026-06-02 09:49:30
king casino bonus,RO,Romania,English,King Casino (Organization),true,false,false,true,true,false,Sitelinks,200,16,2.54,,22,,,,3,New,,,,https://jucatorul.ro/cazino/recenzii/king-casino/cod-bonus/,,2026-06-16 20:38:11
live chat princess casino,RO,Romania,English,Princess Casino (Organization),true,false,false,true,false,false,,200,57,0.67,1,22,21,,18,3,15,,https://jucatorul.ro/cazino/recenzii/princess-casino/,,https://jucatorul.ro/cazino/recenzii/princess-casino/contact/,2024-06-11 04:57:57,2026-06-07 13:33:49
cod bonus conti casino,RO,Romania,Romanian,Conti Casino (Organization),true,false,false,true,true,false,Sitelinks,150,57,0.79,5,22,17,,9,2,7,,https://jucatorul.ro/cazino/recenzii/conticazino/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/conticazino/cod-bonus/,2024-06-27 12:19:51,2026-06-16 11:51:58
numar telefon superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Local pack,200,50,0.85,0,22,21,,21,4,17,,https://jucatorul.ro/cazino/recenzii/superbet/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,2024-06-16 04:27:30,2026-05-25 03:12:43
nr telefon superbet,RO,Romania,Romanian,Superbet (Organization),true,false,false,true,false,false,Local pack,200,46,0.89,0,22,21,,21,4,17,,https://jucatorul.ro/cazino/recenzii/superbet/verificare-cont/,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,2024-06-16 18:38:08,2026-05-19 02:43:35
pacanele fake,RO,Romania,Romanian,,false,false,false,true,false,false,Sitelinks,250,78,,,22,,,,4,New,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/,,2026-05-19 17:31:59
maxbet bonus,RO,Romania,English,MaxBet (Organization),true,false,false,true,true,false,Bottom ads,500,58,1.66,,22,,,,5,New,,,,https://jucatorul.ro/cazino/recenzii/maxbet-casino/cod-bonus/,,2026-05-14 17:23:38
carti de tarot semnificatie,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,200,0,0.11,22,,,,5,,Lost,,https://jucatorul.ro/blog/carti-tarot/,,,2024-06-24 01:04:06,
rotiri gratuite fara depunere la inregistrare,RO,Romania,Romanian,,false,false,false,true,true,false,,350,74,3.22,0,22,22,,37,6,31,,https://jucatorul.ro/cazino/recenzii/las-vegas/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-23 05:19:42,2026-06-09 15:00:21
casino fara depunere bonus,RO,Romania,Romanian,,false,false,false,true,true,false,,500,75,2.55,0,21,21,,22,8,14,,https://jucatorul.ro/bonusuri/fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-07 00:01:09,2026-06-07 21:30:03
email superbet,RO,Romania,English,Superbet (Organization),true,false,false,true,false,false,,250,54,2.36,,21,,,,4,New,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,,2026-06-06 08:20:06
vlad cazino rotiri gratuite,RO,Romania,Romanian,Vlad Cazino (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",450,56,1.57,1,21,21,,21,7,14,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/rotiri-gratuite/,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/rotiri-gratuite/,2024-06-25 05:53:00,2026-06-10 13:25:44
filme cu jocuri de noroc,RO,Romania,Romanian,,false,false,false,true,false,false,,150,0,,21,21,0,,1,1,,Featured snippet,https://jucatorul.ro/blog/cele-mai-bune-filme-cu-jocuri-de-noroc/,,https://jucatorul.ro/blog/cele-mai-bune-filme-cu-jocuri-de-noroc/,2024-06-13 05:25:21,2026-05-22 03:31:37
ges t bet,RO,Romania,Romanian,GetBet (Organization),true,false,false,true,true,false,"Sitelinks, Image pack, Video preview",350,7,0.67,21,,,,6,,Lost,,https://jucatorul.ro/cazino/recenzii/getsbet-casino/cod-bonus/,,,2024-06-24 02:21:22,
card superbet,RO,Romania,English,Superbet Club Card (Product),true,false,false,true,false,false,Video preview,2100,48,0.83,1,21,21,,28,14,14,,https://jucatorul.ro/cazino/recenzii/superbet/retragere/,,https://jucatorul.ro/cazino/recenzii/superbet/club/,2024-06-25 00:26:37,2026-06-20 17:02:04
rotiri gratuite casino,RO,Romania,Romanian,,false,false,false,true,true,false,Sitelinks,700,75,2.31,0,21,21,,36,9,27,,https://jucatorul.ro/cazino/recenzii/frankcasino/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-10 08:49:40,2026-06-13 03:03:04
milion rotiri gratuite,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,200,55,,0,21,21,,17,3,14,,https://jucatorul.ro/cazino/recenzii/million-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/million-casino/bonus-fara-depunere/,2024-06-16 05:08:42,2026-05-30 08:57:51
rotiri gratuite fara depunere 2023,RO,Romania,Romanian,,false,false,false,true,true,false,,200,70,2.51,0,21,21,,42,3,39,,https://jucatorul.ro/cazino/recenzii/winmasters/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-22 16:17:06,2026-06-04 01:16:09
winboss rotiri gratuite,RO,Romania,Romanian,Winboss (Organization),true,false,false,true,true,false,,500,59,1.02,0,21,21,,22,8,14,,https://jucatorul.ro/cazino/recenzii/winboss/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/winboss/bonus-fara-depunere/,2024-06-12 00:32:22,2026-06-09 07:25:36
casino bonus de bun venit fara depunere,RO,Romania,Romanian,,false,false,false,true,true,false,,450,75,3.73,1,21,21,,17,7,10,,https://jucatorul.ro/cazino/recenzii/luck-casino/bonus-bun-venit/,,https://jucatorul.ro/bonusuri/rotiri-gratuite/100-rotiri-gratuite/,2024-06-27 16:45:23,2026-06-07 10:04:17
contact las vegas casino,RO,Romania,English,Las Vegas Casino (Organization),true,true,false,true,false,false,"Local pack, Sitelinks, People also ask",150,47,2.42,,21,,,,3,New,,,,https://jucatorul.ro/cazino/recenzii/las-vegas/contact/,,2026-05-26 21:26:42
numere ruleta,RO,Romania,Romanian,,false,false,false,true,false,false,,150,2,0.78,32,21,-11,,1,2,-1,Image pack,https://jucatorul.ro/jocuri/ruleta/cate-numere-are-ruleta/,,https://jucatorul.ro/jocuri/ruleta/cate-numere-are-ruleta/,2024-06-15 00:41:05,2026-06-09 17:40:00
bonus fara depunere casino nou,RO,Romania,Romanian,,false,false,false,true,true,false,,1300,75,0.93,0,21,21,,20,12,8,,https://jucatorul.ro/cazino/recenzii/888-casino/bonus-fara-depunere/,,https://jucatorul.ro/bonusuri/fara-depunere/,2024-06-19 22:23:30,2026-06-08 10:43:58
conti casino bonus fara depunere,RO,Romania,Romanian,Conti Casino (Organization),true,false,false,true,true,false,,350,50,1.09,0,21,21,,53,6,47,,https://jucatorul.ro/cazino/recenzii/conticazino/,,https://jucatorul.ro/cazino/recenzii/conticazino/cod-bonus/,2024-06-23 01:50:09,2026-05-23 00:02:57
conticazino login,RO,Romania,Romanian,ContiCazino (Organization),true,false,true,false,false,false,"Sitelinks, Image pack",800,0,0.29,21,,,,10,,Lost,,https://jucatorul.ro/cazino/recenzii/conticazino/,,,2024-06-19 12:15:00,
unibet rotiri gratuite fara depunere,RO,Romania,Romanian,Unibet (Organization),true,false,false,true,true,false,Sitelinks,200,53,1.07,30,21,-10,,5,4,1,,https://jucatorul.ro/cazino/recenzii/unibet-casino/rotiri-gratuite/,,https://jucatorul.ro/cazino/recenzii/unibet-casino/rotiri-gratuite/,2024-06-23 03:35:53,2026-06-07 18:18:10
carti tarot semnificatie,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,300,0,0.10,21,,,,6,,Lost,,https://jucatorul.ro/blog/carti-tarot/,,,2024-06-17 03:39:21,
semnificatie carti tarot,RO,Romania,Romanian,,false,false,false,true,false,false,Video preview,450,0,0.12,21,,,,7,,Lost,,https://jucatorul.ro/blog/carti-tarot/,,,2024-06-27 21:15:41,
retragere unibet,RO,Romania,Romanian,Unibet (Organization),true,false,false,true,false,false,"Sitelinks, Video preview",150,0,1.77,51,21,-30,,1,2,-1,Featured snippet,https://jucatorul.ro/cazino/recenzii/unibet-casino/retragere/,,https://jucatorul.ro/cazino/recenzii/unibet-casino/retragere/,2024-06-07 20:55:32,2026-06-25 14:05:17
milion.ro bonus fara depunere,RO,Romania,Romanian,Million Casino (Organization),true,false,false,true,true,false,Sitelinks,200,47,,4,21,17,,13,3,10,,https://jucatorul.ro/cazino/recenzii/million-casino/bonus-de-bun-venit/,,https://jucatorul.ro/cazino/recenzii/million-casino/bonus-fara-depunere/,2024-06-14 04:43:43,2026-05-17 09:51:32
cod bonus stanleybet,RO,Romania,Romanian,Stanleybet (Organization),true,false,false,true,true,false,Sitelinks,200,58,1.90,3,20,17,,14,4,10,,https://jucatorul.ro/cazino/recenzii/stanleybet/cod-bonus/,,https://jucatorul.ro/cazino/recenzii/stanleybet/cod-bonus/,2024-06-21 10:45:34,2026-06-17 20:29:24
betano cod promotional,RO,Romania,Romanian,Betano (Organization),true,false,false,true,true,false,"Sitelinks, Video preview",150,55,2.08,0,20,20,,38,2,36,,https://jucatorul.ro/bonusuri/coduri/,,https://jucatorul.ro/cazino/recenzii/betano-casino/cod-bonus/,2024-06-13 18:44:10,2026-06-26 15:13:33
card las vegas,RO,Romania,English,Las Vegas (Location),false,true,false,true,true,false,,150,12,1.85,0,20,20,,57,3,54,,https://jucatorul.ro/cazino/recenzii/las-vegas/retragere/,,https://jucatorul.ro/cazino/recenzii/las-vegas/verificare-cont/,2024-06-13 06:00:16,2026-06-15 06:07:31
